历史均值,移动平均,Holt-Winters,v2.1,v2.3,v2.3_soft,v2.3_ens,v2.3_no_seasonal,mile
0.3308017829627997,0.27088744588744623,0.3308017829627997,0.6556637118656291,0.6711623492250415,0.6711623492250415,0.6711623492250415,0.605909090909091,707400
0.6271018589253884,1.6125584415584424,0.6271018589253884,0.6924590332127761,1.3544590332127764,1.3544590332127764,1.3544590332127764,1.3415584415584416,708400
1.1450020371785077,1.4234502164502159,1.1450020371785077,0.47855310494975484,0.2347741661844847,0.2347741661844847,0.2347741661844847,0.1748571428571427,709400
1.0777597314477538,1.216940170940171,1.0777597314477538,1.2286704102793489,1.0669268205357587,1.0669268205357587,1.0669268205357587,1.056820512820513,711400
0.5908532247696592,0.24085470085470084,0.5908532247696592,0.5834628250848085,0.5908532247696592,0.5908532247696592,0.5908532247696592,0.5908532247696592,712400
0.6281481322762662,0.2416923076923075,0.6281481322762662,0.23704818933634536,0.6281481322762662,0.6281481322762662,0.6281481322762662,0.6281481322762662,713400
1.5701487636657137,1.862354978354979,1.5701487636657137,2.1883080421451626,1.3723080421451623,1.3723080421451623,1.3723080421451623,1.3566883116883113,714400
0.7968199643493756,1.0509740259740266,0.7968199643493756,1.0058516620330105,0.7681849953663438,0.7681849953663438,0.7681849953663438,0.7479740259740257,715400
1.2992251982001282,1.6725641025641023,1.2992251982001282,1.8955238490942306,1.6237301983005812,1.6237301983005812,1.6237301983005812,1.606452991452992,716400
1.052802014141847,1.3069487179487174,1.052802014141847,1.62516577920852,1.2647094300021715,1.2647094300021715,1.2647094300021715,1.249337606837607,717400
1.3968539390043566,1.8538205128205136,1.3968539390043566,2.180200487069019,1.7886052489737814,1.7886052489737814,1.7886052489737814,1.7678205128205127,718400
0.8592844796800231,1.1689743589743593,0.8592844796800231,1.4915318797325634,1.1076112448119297,1.1076112448119297,1.1076112448119297,1.0961965811965817,719400
1.9382735616338977,2.232965367965368,1.9382735616338977,2.46690691908175,1.8930973952722265,1.8930973952722265,1.8930973952722265,1.8712987012987012,721400
1.396837083065495,1.26423076923077,1.396837083065495,0.8262116925941643,1.3487709324103687,1.3487709324103687,1.3487709324103687,1.3597863247863244,722400
1.114541675594601,1.3936410256410252,1.114541675594601,1.5782198847423088,1.344457979980404,1.344457979980404,1.344457979980404,1.3323076923076922,723400
1.042054878269363,1.3272294372294373,1.042054878269363,1.496002729936654,1.199629714063638,1.199629714063638,1.199629714063638,1.183896103896104,724400
0.9224309692164848,1.3085897435897438,0.9224309692164848,1.4587391172224593,1.2480327680161096,1.2480327680161096,1.2480327680161096,1.2316452991452989,725400
0.30774253879824925,0.6964285714285712,0.30774253879824925,0.9448093093411273,0.5155106967585912,0.5155106967585912,0.5155106967585912,0.474025974025974,726400
0.6331494410881598,1.2114155844155845,0.6331494410881598,1.4696795749748797,1.1387136322206353,1.1387136322206353,1.1387136322206353,1.104415584415584,727400
