历史均值,移动平均,Holt-Winters,v2.1,v2.3,v2.3_soft,v2.3_ens,v2.3_no_seasonal,mile
1.459847881923091,1.8014978354978362,1.459847881923091,2.194731412339359,0.8615475751613704,0.8615475751613704,0.8615475751613704,0.8288311688311686,728400
0.7868957217341617,1.2018205128205122,0.7868957217341617,1.534132543737478,1.1480134961184307,1.1480134961184307,1.1480134961184307,1.1275427350427347,729400
0.7948408119658121,1.1338888888888892,0.7948408119658121,1.442012322106471,1.0803023098964597,1.0803023098964597,1.0803023098964597,1.0519301994301997,730400
1.328774572649573,1.7344700854700852,1.328774572649573,2.068297881958433,1.6613638160243664,1.6613638160243664,1.6613638160243664,1.6472934472934475,731400
1.0983498534891294,1.299883116883117,1.0983498534891294,1.540061230463408,1.067007750972295,1.067007750972295,1.067007750972295,1.0945454545454545,732400
0.3411488465109632,1.458128205128205,0.3411488465109632,0.5101581180668718,1.1712752580708168,1.1712752580708168,1.1712752580708168,1.1462393162393165,733400
0.25048496906992734,2.5525021645021653,0.25048496906992734,0.4264380280371199,0.4856472893682151,0.4856472893682151,0.4856472893682151,0.3409610389610384,734400
0.6780084993929005,1.146974358974359,0.6780084993929005,1.4942900303476843,1.0954910885487428,1.0954910885487428,1.0954910885487428,1.0643162393162395,735400
1.4705053418803418,2.3357692307692317,1.4705053418803418,1.4418287709992952,1.2932854254559494,1.2932854254559494,1.2932854254559494,1.2601025641025643,736400
1.02489650997151,1.2874358974358975,1.02489650997151,1.3625689850596507,1.2173091644052643,1.2173091644052643,1.2173091644052643,1.2362535612535612,737400
0.5513410256410253,1.1590256410256412,0.5513410256410253,1.2867568938946814,0.6313380904758786,0.6313380904758786,0.6313380904758786,0.6112820512820516,738400
0.4117074786324787,0.820384615384615,0.4117074786324787,0.28920077054233073,0.25202933780070935,0.25202933780070935,0.25202933780070935,0.2147179487179487,739400
0.4846109563602599,0.6544871794871797,0.4846109563602599,0.7705380085628714,0.6055231534216232,0.6055231534216232,0.6055231534216232,0.603290598290598,740400
1.3923813261946971,1.8607489177489176,1.3923813261946971,2.059621786360429,1.527636731732517,1.527636731732517,1.527636731732517,1.5159740259740258,741400
1.4088350504244358,1.7584545454545453,1.4088350504244358,1.9841669113585652,1.3888997499485465,1.3888997499485465,1.3888997499485465,1.37025974025974,742400
1.2132410968660972,1.5095897435897436,1.2132410968660972,0.7068924192661084,1.4331390360752252,1.4331390360752252,1.4331390360752252,1.4143589743589746,743400
0.8030297008547004,1.3274102564102568,0.8030297008547004,1.694913807098461,1.2434138070984622,1.2434138070984622,1.2434138070984622,1.2177991452991448,744400
0.2530014470209456,0.5850259740259739,0.2530014470209456,0.2314593262271082,0.4403548474050275,0.4403548474050275,0.4403548474050275,0.446987012987013,745400
0.4561064283905512,0.7569826839826851,0.4561064283905512,0.5137561555722797,0.29929580458925353,0.29929580458925353,0.29929580458925353,0.2655064935064935,746400
0.8801079839380679,2.317207792207792,0.8801079839380679,0.5709708702852317,0.4005998388476538,0.4005998388476538,0.4005998388476538,0.3734545454545455,747400
0.9693963675213666,2.661410256410256,0.9693963675213666,0.9646308340281495,0.5440019675242828,0.5440019675242828,0.5440019675242828,0.4964102564102564,748400
0.8225663817663821,1.1838803418803419,0.8225663817663821,0.607530303691525,0.39691633117107855,0.39691633117107855,0.39691633117107855,0.3332307692307693,749400
0.9751736467236469,1.0741196581196577,0.9751736467236469,0.5107638980164714,0.4660386487287222,0.4660386487287222,0.4660386487287222,0.42528205128205115,750400
1.0773810541310542,1.3102393162393167,1.0773810541310542,0.7073751698654188,0.5446863827266317,0.5446863827266317,0.5446863827266317,0.5348717948717948,751400
1.1950395299145307,1.2770256410256404,1.1950395299145307,1.0931634646352024,0.7984967979685365,0.7984967979685365,0.7984967979685365,0.7856923076923077,752400
1.1286230769230774,1.4317948717948719,1.1286230769230774,0.7230051514306953,0.5991141257896694,0.5991141257896694,0.5991141257896694,0.5714358974358974,753400
1.3189433611884869,1.4700000000000002,1.3189433611884869,0.7263356652601431,1.4462483636728425,1.4462483636728425,1.4462483636728425,1.4563888888888896,754400
0.7063256410256412,0.8485982905982906,0.7063256410256412,0.7071333347906237,0.37241382768268966,0.37241382768268966,0.37241382768268966,0.4118974358974359,755400
1.0320334623593674,2.665584415584416,1.0320334623593674,0.5718956495183569,0.5351816608453152,0.5351816608453152,0.5351816608453152,0.5623116883116884,758400
1.3333611111111112,1.6429999999999996,1.3333611111111112,1.3248301942386027,1.2628301942386024,1.2628301942386024,1.2628301942386024,1.2413333333333334,759400
1.2402241452991443,1.6630769230769238,1.2402241452991443,1.2355199800897698,1.0701866467564365,1.0701866467564365,1.0701866467564365,1.049076923076923,760400
