新编号,原标识,来源,里程,记录数,TQI均值,TQI标准差,最佳MAE,改善幅度,类型
257,里程898400,批量样本,898400,497,2.88533601609658,0.3655428874856609,0.2892220634989219,15.2%,批量样本
258,里程215400,批量样本,215400,248,1.9851209677419357,0.2781910651123997,0.2901862820638329,16.4%,批量样本
259,里程399400,批量样本,399400,251,2.0312749003984063,0.21110558525887,0.2911562100049786,14.4%,批量样本
260,里程618400,批量样本,618400,247,2.191214574898785,0.2276410991684305,0.2912966350671873,11.8%,批量样本
261,里程814400,批量样本,814400,496,3.398745967741935,0.4220284302547685,0.2918481518620623,34.8%,批量样本
262,里程219400,批量样本,219400,248,2.0012903225806453,0.2866869746682432,0.2922725444144997,26.2%,批量样本
263,里程1018400,批量样本,1018400,503,2.860934393638171,0.8911710533252529,0.294165880955919,81.1%,批量样本
264,里程989400,批量样本,989400,443,3.0453340857787814,0.3190206186165706,0.2978294033508245,15.3%,批量样本
265,里程682400,批量样本,682400,271,2.093985239852399,0.3709532062980621,0.2988723814946758,42.9%,批量样本
266,里程65400,批量样本,65400,182,1.87021978021978,0.3014769464152125,0.2989656091284042,27.6%,批量样本
267,里程762400,批量样本,762400,441,2.7767551020408163,0.3527568488833877,0.2997100192251836,36.1%,批量样本
268,里程296400,批量样本,296400,248,2.4066129032258066,0.3341988719111404,0.3065024133830725,14.3%,批量样本
269,里程209400,批量样本,209400,249,2.107991967871486,0.2900194375016494,0.3076192828116966,24.7%,批量样本
270,里程218400,批量样本,218400,248,2.0336693548387097,0.3557734397528716,0.3080514870831542,17.5%,批量样本
271,里程1206400,批量样本,1206400,503,2.6008290258449307,0.6081414395929983,0.3083647696421475,57.4%,批量样本
272,里程1025400,批量样本,1025400,508,3.0698090551181103,0.8363271262415614,0.3085380824194293,76.2%,批量样本
273,里程400400,批量样本,400400,250,2.46308,0.3808779142220886,0.3086484926548202,48.2%,批量样本
274,里程1148400,批量样本,1148400,505,2.5819128712871287,0.5241653913345388,0.3088515588180658,47.0%,批量样本
275,里程851400,批量样本,851400,483,3.347718426501035,0.4824180701536759,0.3090912520366607,47.0%,批量样本
276,里程677400,批量样本,677400,227,3.458929515418503,0.3282458666796004,0.3102188308824866,22.3%,批量样本
277,里程1180400,批量样本,1180400,507,2.5995069033530567,0.6103483984105865,0.3106144593390417,54.2%,批量样本
278,里程835400,批量样本,835400,473,3.369649048625793,0.4385924997186731,0.3112766538074603,20.4%,批量样本
279,里程1012400,批量样本,1012400,503,3.025996023856859,0.829375291702225,0.3116590743829637,77.9%,批量样本
280,里程58400,批量样本,58400,182,1.7496153846153846,0.3138081290557232,0.3131899409645473,29.3%,批量样本
281,里程227400,批量样本,227400,250,1.97168,0.3498312524930891,0.3135329511151617,37.7%,批量样本
282,里程1082400,批量样本,1082400,509,2.84647347740668,0.4680335157171305,0.314368480419604,52.5%,批量样本
283,里程732400,批量样本,732400,455,3.1769626373626374,0.4003102386240127,0.3151455479262814,28.8%,批量样本
284,里程763400,批量样本,763400,429,2.9877086247086244,0.3078374547499637,0.319213762114432,29.6%,批量样本
285,里程49400,批量样本,49400,180,2.393444444444445,0.371277911272851,0.3205233734892556,26.0%,批量样本
286,里程684400,批量样本,684400,271,2.1243542435424354,0.3750844941482441,0.3207554163665448,39.2%,批量样本
287,里程1129400,批量样本,1129400,449,3.420532293986637,0.4436711041074786,0.3216944719477603,30.8%,批量样本
288,里程889400,批量样本,889400,496,3.0391915322580645,0.4297591028397269,0.3221475638007373,30.4%,批量样本
289,里程899400,批量样本,899400,496,3.068860887096774,0.4418487364031153,0.3251788408544225,28.1%,批量样本
290,里程1027400,批量样本,1027400,507,3.351445759368836,0.77578747861324,0.3265483872858898,73.7%,批量样本
291,里程960400,批量样本,960400,497,3.221605633802817,0.427255808168078,0.3274522133919558,24.9%,批量样本
292,里程963400,批量样本,963400,512,2.62768359375,0.5232530729584349,0.3311462962933532,60.3%,批量样本
293,里程840400,批量样本,840400,475,3.385374736842105,0.4191760536068208,0.3314877512286157,35.5%,批量样本
294,里程891400,批量样本,891400,489,3.1547832310838446,0.3911314268617173,0.3329721375448597,16.7%,批量样本
295,里程1203400,批量样本,1203400,484,2.4273863636363635,0.6354993972888183,0.3331723640125678,51.9%,批量样本
296,里程1131400,批量样本,1131400,448,3.058825892857143,0.3492622791560222,0.3333679087630428,16.3%,批量样本
297,里程721400,批量样本,721400,406,3.8494507389162567,0.3572403158188704,0.3348412550200572,17.5%,批量样本
298,里程1024400,批量样本,1024400,505,3.053768316831684,0.6636157359691911,0.3361468647346375,66.4%,批量样本
299,里程904400,批量样本,904400,458,2.8015786026200877,0.3225860144155529,0.3364754469807134,13.5%,批量样本
300,里程660400,批量样本,660400,270,2.427703703703704,0.3443218446453641,0.3404645206946618,11.9%,批量样本
301,里程21400,批量样本,21400,176,3.202954545454545,0.429149748332102,0.3407191595922614,42.3%,批量样本
302,里程645400,批量样本,645400,266,2.6852330827067665,0.3162448272311517,0.3422346216382963,11.0%,批量样本
303,里程808400,批量样本,808400,508,2.809259842519685,0.4637684114396805,0.3435947472328841,43.6%,批量样本
304,里程460400,批量样本,460400,230,3.683830434782609,0.4566781825185613,0.3451655762640601,10.9%,批量样本
305,里程885400,批量样本,885400,505,3.3525742574257427,0.498889404405494,0.3453349202074942,25.1%,批量样本
306,里程1154400,批量样本,1154400,505,2.9535287128712877,0.6753724484419034,0.3464881701815238,55.5%,批量样本
307,里程535400,批量样本,535400,254,2.210275590551181,0.3702295020983041,0.3466968122327186,15.5%,批量样本
308,里程862400,批量样本,862400,500,2.705384,0.4757493283135369,0.3471300228646329,39.2%,批量样本
309,里程773400,批量样本,773400,513,3.4742923976608187,0.5662704020544185,0.3489122208622476,20.6%,批量样本
310,里程538400,批量样本,538400,255,2.3463921568627453,0.3280812794453456,0.3506721515041981,11.0%,批量样本
311,里程1028400,批量样本,1028400,507,3.484994082840237,0.6887246663020159,0.3517937090397598,64.1%,批量样本
312,里程882400,批量样本,882400,488,3.518651639344262,0.4548176627196247,0.3530975674572766,26.0%,批量样本
313,里程1052400,批量样本,1052400,507,2.5523905325443783,0.4566264996979431,0.3597583287203423,31.3%,批量样本
314,里程129400,批量样本,129400,181,1.8983425414364643,0.2971634675695343,0.3630658595217421,10.9%,批量样本
315,里程683400,批量样本,683400,271,2.313985239852398,0.4891273254706507,0.3645338660770886,49.7%,批量样本
316,里程759400,批量样本,759400,424,3.121985849056604,0.3729939627570104,0.3654792052017723,21.2%,批量样本
317,里程965400,批量样本,965400,500,3.140736,0.4149806358859659,0.3679959221602389,13.7%,批量样本
318,里程1145400,批量样本,1145400,508,2.6071338582677166,0.5557540161126333,0.3762759019283487,43.0%,批量样本
319,里程1014400,批量样本,1014400,503,3.079489065606362,0.8045866792843357,0.3788293754475244,69.7%,批量样本
320,里程1003400,批量样本,1003400,499,3.254771543086172,0.6036359709739292,0.378991077967481,39.7%,批量样本
321,里程805400,批量样本,805400,492,3.7849979674796734,0.512950244324616,0.3789984780540015,27.2%,批量样本
322,里程1244400,批量样本,1244400,250,4.35432,0.8880010818040373,0.379089571528734,39.7%,批量样本
323,里程510400,批量样本,510400,257,2.422190661478599,0.4132193332994614,0.3794942446381583,12.2%,批量样本
324,里程752400,批量样本,752400,514,2.8195252918287945,0.5605912434600336,0.3803061733877275,57.7%,批量样本
325,里程1047400,批量样本,1047400,500,3.228396,0.8489280421953627,0.3854031763309418,71.5%,批量样本
326,里程1081400,批量样本,1081400,506,2.625351778656127,0.4752043049597464,0.3856921946993787,40.0%,批量样本
327,里程959400,批量样本,959400,490,2.6552204081632653,0.4406300940088572,0.3859892606724498,32.0%,批量样本
328,里程1207400,批量样本,1207400,505,2.5389128712871285,0.760637520004088,0.3860286029676054,59.4%,批量样本
329,里程750400,批量样本,750400,513,2.6148830409356725,0.4323042570561382,0.386493846677377,41.3%,批量样本
330,里程639400,批量样本,639400,259,3.672803088803089,0.6870628446863954,0.3880680190298912,37.6%,批量样本
331,里程625400,批量样本,625400,254,2.126968503937008,0.3367372261547353,0.3912214543977121,10.4%,批量样本
332,里程1045400,批量样本,1045400,507,3.186556213017751,0.7202358764208112,0.3932249988561432,65.5%,批量样本
333,里程1204400,批量样本,1204400,485,2.470705154639175,0.533964992578934,0.3932604116448436,38.8%,批量样本
334,里程1183400,批量样本,1183400,508,2.5357401574803147,0.7394961151627529,0.3949160269039692,59.9%,批量样本
335,里程681400,批量样本,681400,272,2.573180147058824,0.5042859632598727,0.3993882159678245,46.5%,批量样本
336,里程1236400,批量样本,1236400,499,4.175318637274549,0.876541570705031,0.3997442620757309,53.5%,批量样本
337,里程774400,批量样本,774400,515,3.390252427184466,0.8117412364720875,0.4011883550572604,49.0%,批量样本
338,里程973400,批量样本,973400,510,2.887525490196078,0.5264974139099687,0.4016414528896955,42.6%,批量样本
339,里程866400,批量样本,866400,497,3.140444668008048,0.5522488130077676,0.4034085484866662,40.7%,批量样本
340,里程1000400,批量样本,1000400,207,4.655038647342995,0.7561544561833438,0.4035788911468518,14.2%,批量样本
341,里程912400,批量样本,912400,498,3.801736947791164,0.5417635271930933,0.4050537373647508,14.1%,批量样本
342,里程321400,批量样本,321400,245,3.6237959183673465,0.3847437394750423,0.4051878403523138,22.1%,批量样本
343,里程1076400,批量样本,1076400,508,2.831761811023622,0.53558112768986,0.4065784502644811,45.0%,批量样本
344,里程927400,批量样本,927400,462,3.5941082251082253,0.5953861114164143,0.4076113537546265,38.7%,批量样本
345,里程1231400,批量样本,1231400,502,2.5553884462151397,0.6317529950956714,0.410916302313477,49.2%,批量样本
346,里程1142400,批量样本,1142400,489,2.627280163599182,0.43167984070617,0.4118018407658404,10.1%,批量样本
347,里程964400,批量样本,964400,510,2.5792960784313728,0.5317455672731556,0.4156045583449131,53.0%,批量样本
348,里程779400,批量样本,779400,514,2.835624513618677,0.577745403722667,0.4203898940878656,48.2%,批量样本
349,里程791400,批量样本,791400,514,3.091284046692607,0.5787410321707761,0.4227786317729087,52.0%,批量样本
350,里程946400,批量样本,946400,490,3.2900938775510205,0.5657300831282565,0.4237721301953753,37.2%,批量样本
351,里程809400,批量样本,809400,512,3.08458203125,0.5748410663607211,0.4251588610799168,47.7%,批量样本
352,里程738400,批量样本,738400,510,3.16201568627451,0.5632903962259368,0.4278395052309074,30.3%,批量样本
353,里程1043400,批量样本,1043400,508,3.289968503937008,0.7390521216083296,0.4278455278417163,62.5%,批量样本
354,里程911400,批量样本,911400,503,3.178403578528828,0.4639508385859636,0.4291071667735656,13.6%,批量样本
355,里程1067400,批量样本,1067400,508,3.4236692913385824,0.7950767226831346,0.4301639176095092,66.9%,批量样本
356,里程825400,批量样本,825400,509,2.805974459724951,0.5774771677457647,0.4302419842016575,46.8%,批量样本
357,里程629400,批量样本,629400,256,2.142421875,0.3744302780067809,0.4304004591206449,11.4%,批量样本
358,里程195400,批量样本,195400,253,2.161343873517786,0.448839522542353,0.4333999390879787,25.6%,批量样本
359,里程1021400,批量样本,1021400,502,3.0138625498007965,0.5023826016841374,0.4342312655190625,25.8%,批量样本
360,里程782400,批量样本,782400,515,2.919891262135922,0.5896276836052525,0.4346575883256528,48.3%,批量样本
361,里程1205400,批量样本,1205400,501,3.019199600798403,0.7093808089311694,0.4353741706078023,43.0%,批量样本
362,里程792400,批量样本,792400,515,3.3875067961165044,0.8533879548088705,0.438239940610419,69.0%,批量样本
363,里程221400,批量样本,221400,251,2.1650199203187253,0.4728740842989745,0.4392087361545811,15.0%,批量样本
364,里程824400,批量样本,824400,504,3.027753968253968,0.5617861629011203,0.4394248776125303,38.6%,批量样本
365,里程1139400,批量样本,1139400,459,3.3529346405228755,0.5051231767266374,0.4412207684837558,23.3%,批量样本
366,里程1172400,批量样本,1172400,507,2.7054773175542404,0.6258021137321953,0.4418629280459399,45.0%,批量样本
367,里程753400,批量样本,753400,513,2.7923196881091616,0.5863486350445889,0.4440238367802814,51.7%,批量样本
368,里程1193400,批量样本,1193400,472,2.9607288135593217,0.5644461864757698,0.4469611430218062,35.1%,批量样本
369,里程1186400,批量样本,1186400,496,2.9526250000000003,0.6590125644485165,0.450646376862271,40.9%,批量样本
370,里程778400,批量样本,778400,515,2.830784466019417,0.4621633427699013,0.4511840094726065,31.0%,批量样本
371,里程1224400,批量样本,1224400,507,2.675250493096647,0.6233808737914928,0.4514664551896848,38.9%,批量样本
372,里程958400,批量样本,958400,491,2.782382892057026,0.4116623939150427,0.4548793422915138,12.3%,批量样本
373,里程751400,批量样本,751400,513,2.91951656920078,0.5789830357462614,0.4549737948068788,50.0%,批量样本
374,里程807400,批量样本,807400,512,3.0348535156250005,0.633185856438596,0.4560466382542574,53.0%,批量样本
375,里程815400,批量样本,815400,493,3.0921866125760644,0.5000189769399632,0.4569847611214586,27.3%,批量样本
376,里程972400,批量样本,972400,511,2.8681389432485327,0.5791725353942118,0.4572815283310291,43.2%,批量样本
377,里程787400,批量样本,787400,516,3.0752984496124034,0.5700618362622077,0.4576920516927516,18.9%,批量样本
378,里程1068400,批量样本,1068400,510,2.9040078431372547,0.8181627123665135,0.4581853204056851,63.0%,批量样本
379,里程817400,批量样本,817400,508,2.830702755905512,0.5247588872762685,0.4594749839526411,34.6%,批量样本
380,里程781400,批量样本,781400,510,2.9750098039215684,0.5686329571720934,0.4615909412893695,42.2%,批量样本
381,里程767400,批量样本,767400,512,2.909365234375,0.5525832108331389,0.4638898736930072,40.5%,批量样本
382,里程1227400,批量样本,1227400,508,2.806606299212598,0.7166258177338348,0.4660677582751764,54.6%,批量样本
383,里程748400,批量样本,748400,513,2.7459493177387917,0.4723316802590013,0.4678306380861222,34.8%,批量样本
384,里程771400,批量样本,771400,509,2.6357721021611007,0.4231214191717441,0.4724242519451909,11.2%,批量样本
385,里程783400,批量样本,783400,516,2.848248062015504,0.5913560461322839,0.4749475072369369,45.4%,批量样本
386,里程790400,批量样本,790400,513,2.901851851851852,0.5907449725054875,0.4757364199834845,45.8%,批量样本
387,里程827400,批量样本,827400,513,2.650565302144249,0.6230216565231359,0.4784021186406738,50.5%,批量样本
388,里程1044400,批量样本,1044400,509,3.160569744597249,0.7629111087089177,0.4805120456889798,59.0%,批量样本
389,里程865400,批量样本,865400,500,3.011552,0.6015458470542511,0.4814466067538126,37.8%,批量样本
390,里程932400,批量样本,932400,505,2.536142574257425,0.3722274483203013,0.4815052098537997,10.1%,批量样本
391,里程776400,批量样本,776400,515,3.020130097087379,0.5576636858750665,0.4852700664393742,17.3%,批量样本
392,里程34400,批量样本,34400,179,3.497094972067039,0.4183010674914247,0.4866314033189037,10.3%,批量样本
393,里程694400,批量样本,694400,211,6.998630331753555,0.925871546078347,0.4874066592108873,26.1%,批量样本
394,里程1091400,批量样本,1091400,504,3.299230158730159,0.7127719547278046,0.4902724968540047,47.5%,批量样本
395,里程1074400,批量样本,1074400,508,2.7808562992125982,0.5411676551549277,0.4906177161798924,29.8%,批量样本
396,里程874400,批量样本,874400,513,3.3774444444444445,0.813061304512663,0.493997826216383,63.3%,批量样本
397,里程737400,批量样本,737400,479,3.2708789144050106,0.5220733147528819,0.4949450581646684,24.7%,批量样本
398,里程621400,批量样本,621400,259,2.7592586872586877,0.4517744586668179,0.4979207738378477,23.4%,批量样本
399,里程744400,批量样本,744400,512,3.2644121093750003,0.5892093611958201,0.5068920667416523,32.7%,批量样本
400,里程57400,批量样本,57400,183,1.9524590163934428,0.3757980039790413,0.5078001914751916,15.9%,批量样本
401,里程941400,批量样本,941400,501,3.4996566866267464,0.5878080791382504,0.5104506783140303,26.5%,批量样本
402,里程950400,批量样本,950400,477,3.458111111111112,0.6052793457304492,0.511015780622585,32.9%,批量样本
403,里程788400,批量样本,788400,515,3.107906796116505,0.6040663946909877,0.5127789932532152,31.5%,批量样本
404,里程863400,批量样本,863400,507,3.39222090729783,0.6019229187490543,0.5156663562145807,39.0%,批量样本
405,里程1090400,批量样本,1090400,507,3.255865877712032,0.8816083833876894,0.5157538840766612,63.7%,批量样本
406,里程1238400,批量样本,1238400,477,5.892635220125785,0.8063777845166487,0.5268218364698072,34.6%,批量样本
407,里程852400,批量样本,852400,511,3.313027397260274,0.740301549074189,0.5269787543586031,39.4%,批量样本
408,里程749400,批量样本,749400,512,2.706837890625,0.4495619297264152,0.5357152523799886,15.7%,批量样本
409,里程828400,批量样本,828400,513,2.8106822612085773,0.6524401840527237,0.5382132111505984,49.0%,批量样本
410,里程1229400,批量样本,1229400,506,2.620077075098814,0.7291480475430105,0.5387381735772264,44.1%,批量样本
411,里程679400,批量样本,679400,273,2.445249084249084,0.5462807639145418,0.5392154519521493,22.0%,批量样本
412,里程869400,批量样本,869400,513,3.370994152046784,0.7438343268666145,0.54172969597403,52.0%,批量样本
413,里程826400,批量样本,826400,510,2.893513725490196,0.7329094554914444,0.543535573785259,52.2%,批量样本
414,里程1092400,批量样本,1092400,504,3.118178571428571,0.7459725101781525,0.5494591581850099,49.7%,批量样本
415,里程1215400,批量样本,1215400,509,2.6548447937131625,0.6613733902242062,0.5497795679822637,41.3%,批量样本
416,里程860400,批量样本,860400,496,3.3449879032258063,0.5931855756220811,0.5504991823728311,22.1%,批量样本
417,里程18400,批量样本,18400,183,2.969726775956285,0.4576089694209386,0.5513604312354314,21.8%,批量样本
418,里程1232400,批量样本,1232400,500,2.821074,0.5512071217847356,0.5627289875697626,19.9%,批量样本
419,里程1230400,批量样本,1230400,507,3.1176370808678504,0.8146100636356282,0.564218394414086,46.8%,批量样本
420,里程1237400,批量样本,1237400,501,3.736375249500998,0.9266996659685311,0.5649966921229136,20.5%,批量样本
421,里程1046400,批量样本,1046400,505,3.262065346534653,0.6880954172649607,0.5705036157028823,35.9%,批量样本
422,里程20400,批量样本,20400,183,3.1988524590163934,0.4894662882597954,0.5740524929874893,14.3%,批量样本
423,里程955400,批量样本,955400,509,2.820829076620825,0.5137430807428491,0.5759491446870827,15.7%,批量样本
424,里程784400,批量样本,784400,506,3.5800928853754943,0.548212003932979,0.5837271492062918,20.7%,批量样本
425,里程1062400,批量样本,1062400,502,3.1806812749003983,0.5438830576944588,0.5852664152797045,16.9%,批量样本
426,里程709400,批量样本,709400,509,4.036243614931237,0.7383438370009601,0.58622356183035,49.3%,批量样本
427,里程1031400,批量样本,1031400,507,2.918378698224852,0.7184290246216779,0.5870752396836875,46.3%,批量样本
428,里程766400,批量样本,766400,509,2.7853791748526526,0.5115224762790858,0.5871173715901684,13.6%,批量样本
429,里程843400,批量样本,843400,501,3.53675249500998,0.6710347074621121,0.5876247876249548,12.5%,批量样本
430,里程1187400,批量样本,1187400,506,2.629377470355731,0.5669902070210266,0.5878457859869726,18.2%,批量样本
431,里程398400,批量样本,398400,256,2.5856796875,0.5798684696511686,0.5924440846646023,40.2%,批量样本
432,里程1214400,批量样本,1214400,508,2.848966535433071,0.8085985763375014,0.5947924261862865,51.4%,批量样本
433,里程986400,批量样本,986400,466,3.3961545064377683,0.6093720350916108,0.5972348820876761,18.5%,批量样本
434,里程823400,批量样本,823400,510,3.1082431372549024,0.6956925170595788,0.5974081778531721,44.2%,批量样本
435,里程789400,批量样本,789400,511,2.963968688845401,0.701145065545824,0.6037870871925756,44.0%,批量样本
436,里程794400,批量样本,794400,516,3.0376647286821705,0.6863309640612513,0.6049207645222029,43.1%,批量样本
437,里程1220400,批量样本,1220400,507,2.768733727810651,0.6679170368312487,0.6057074737125299,34.5%,批量样本
438,里程1171400,批量样本,1171400,506,2.795812252964427,0.6644856734541423,0.6169016869333419,36.3%,批量样本
439,里程1223400,批量样本,1223400,507,2.6660690335305723,0.5520436995502219,0.6183056275458597,17.9%,批量样本
440,里程1225400,批量样本,1225400,506,2.636628458498024,0.5962901748097555,0.6236152289283934,22.9%,批量样本
441,里程878400,批量样本,878400,505,2.672518811881188,0.5732392815840228,0.6246810209777495,18.9%,批量样本
442,里程1066400,批量样本,1066400,510,3.1402823529411767,0.6771372354558699,0.6313085297681148,32.7%,批量样本
443,里程725400,批量样本,725400,503,2.734262425447316,0.5031208130356399,0.6401599597461828,10.4%,批量样本
444,里程813400,批量样本,813400,506,3.522177865612649,0.6696473610066407,0.6416688733020337,10.5%,批量样本
445,里程1188400,批量样本,1188400,508,2.77803937007874,0.6253645267732636,0.6459820001520551,26.2%,批量样本
446,里程845400,批量样本,845400,510,2.9279941176470587,0.586617299904173,0.650873982409363,16.8%,批量样本
447,里程834400,批量样本,834400,501,3.2015888223552893,0.6530504900808286,0.655119915005735,17.6%,批量样本
448,里程754400,批量样本,754400,514,3.402420233463035,0.6972620014694066,0.6589064890425886,40.7%,批量样本
449,里程793400,批量样本,793400,515,3.1329495145631068,0.7612332185411146,0.6598184492936959,49.5%,批量样本
450,里程1100400,批量样本,1100400,505,2.90299801980198,0.580743514606901,0.6602618269458649,15.0%,批量样本
451,里程1116400,批量样本,1116400,504,3.0987162698412702,0.5937969149431468,0.661115812116973,15.6%,批量样本
452,里程1210400,批量样本,1210400,505,3.10070099009901,0.6396327471985,0.6624311575103587,16.1%,批量样本
453,里程717400,批量样本,717400,504,3.1992242063492067,0.5237873311941101,0.6629457368793645,10.1%,批量样本
454,里程1152400,批量样本,1152400,506,2.686460474308301,0.5996446071384863,0.6640251428933452,19.7%,批量样本
455,里程1093400,批量样本,1093400,502,3.1101513944223105,0.6250798535718177,0.6641449504837668,10.3%,批量样本
456,里程1038400,批量样本,1038400,509,3.213552062868369,0.7683863932625636,0.6678442920513484,44.5%,批量样本
457,里程1088400,批量样本,1088400,504,3.2978373015873017,0.6803756252021708,0.6720654000806481,23.8%,批量样本
458,里程1084400,批量样本,1084400,502,3.046922310756972,0.622282919479947,0.6723335974733814,14.1%,批量样本
459,里程1175400,批量样本,1175400,508,2.837897637795276,0.7902975504821943,0.6798229148718857,44.2%,批量样本
460,里程706400,批量样本,706400,487,6.277338809034907,1.1736350070734125,0.691276202401038,43.1%,批量样本
461,里程765400,批量样本,765400,514,2.943941634241245,0.588506439170781,0.6976227089267765,17.7%,批量样本
462,里程1098400,批量样本,1098400,505,2.6216752475247525,0.6152208674574904,0.7011074964644196,17.3%,批量样本
463,里程1114400,批量样本,1114400,505,3.1648118811881187,0.6246626980751242,0.7018977445057167,17.9%,批量样本
464,里程1089400,批量样本,1089400,507,3.1376646942800783,0.6839031132956983,0.7028887858122089,25.0%,批量样本
465,里程1109400,批量样本,1109400,503,3.115876739562625,0.6507957010748885,0.7076350113841154,21.1%,批量样本
466,里程945400,批量样本,945400,508,3.3684960629921257,0.6200744451585712,0.7101035100434263,10.8%,批量样本
467,里程1042400,批量样本,1042400,508,3.055106299212598,0.6105984329097798,0.7152324273559546,11.6%,批量样本
468,里程1064400,批量样本,1064400,510,3.0793392156862747,0.7420286856751603,0.7159493978507334,32.8%,批量样本
469,里程864400,批量样本,864400,512,3.0901289062500004,0.664247822172298,0.7161923723468834,20.2%,批量样本
470,里程1019400,批量样本,1019400,505,2.938748514851485,0.8271758549202629,0.7395560902269809,51.0%,批量样本
471,里程1087400,批量样本,1087400,505,3.146685148514852,0.7287948125820162,0.7454936864610843,32.4%,批量样本
472,里程854400,批量样本,854400,510,3.080029411764706,0.6985595515561864,0.7457388453804377,26.5%,批量样本
473,里程760400,批量样本,760400,509,2.7176051080550097,0.6095996324339609,0.7469833322230265,15.3%,批量样本
474,里程1102400,批量样本,1102400,505,2.760889108910891,0.6212498599375446,0.7474413469805539,16.5%,批量样本
475,里程856400,批量样本,856400,509,2.853445972495088,0.7091571876944823,0.7504188872857113,31.7%,批量样本
476,里程4400,批量样本,4400,178,4.411011235955057,0.7502120904544264,0.7622321338133545,13.5%,批量样本
477,里程1173400,批量样本,1173400,507,2.853207100591716,0.6230730853381504,0.7740922621556714,11.9%,批量样本
478,里程1094400,批量样本,1094400,507,3.050611439842209,0.8512614058758293,0.7747913449956626,35.6%,批量样本
479,里程855400,批量样本,855400,510,2.93531568627451,0.6454349779454333,0.7832431853342392,21.4%,批量样本
480,里程1239400,批量样本,1239400,500,4.054844,1.002661841900052,0.7845665315107425,38.9%,批量样本
481,里程736400,批量样本,736400,509,3.285978388998036,0.7135332855109461,0.7970860911215119,18.8%,批量样本
482,里程868400,批量样本,868400,502,3.170649402390438,0.6687003187952938,0.7972882201029505,12.9%,批量样本
483,里程1099400,批量样本,1099400,506,2.8551541501976287,0.6549129788407227,0.8008244737850981,11.4%,批量样本
484,里程716400,批量样本,716400,511,3.1649275929549896,0.6362281720450632,0.8068312374339114,12.9%,批量样本
485,里程992400,批量样本,992400,508,3.0199468503937004,0.6937416055820093,0.8106377614778304,12.5%,批量样本
486,里程714400,批量样本,714400,503,3.325914512922465,0.7330591380296111,0.812044477658194,21.4%,批量样本
487,里程1101400,批量样本,1101400,506,2.876241106719368,0.6617424831682366,0.8136679835652565,14.0%,批量样本
488,里程785400,批量样本,785400,500,3.812546,0.8307443289991986,0.8180260078217,22.6%,批量样本
489,里程731400,批量样本,731400,506,3.2610276679841896,0.6858188566840823,0.8201660247483862,16.8%,批量样本
490,里程871400,批量样本,871400,510,3.119833333333333,0.8142565314955538,0.8227868564052674,37.9%,批量样本
491,里程741400,批量样本,741400,504,3.124009920634921,0.6622731727682937,0.8240021447544329,14.5%,批量样本
492,里程728400,批量样本,728400,510,3.691421568627451,0.7080362038332472,0.8339724598179384,17.6%,批量样本
493,里程948400,批量样本,948400,513,3.208428849902534,0.6775934345930144,0.8341945846259371,24.5%,批量样本
494,里程1030400,批量样本,1030400,507,3.0377041420118345,0.9995959555492404,0.8606012921276205,52.6%,批量样本
495,里程858400,批量样本,858400,511,3.028436399217221,0.6900546038112684,0.8729310921045558,20.1%,批量样本
496,里程853400,批量样本,853400,513,3.378797270955166,0.8994584882594153,0.8782901921994142,36.5%,批量样本
497,里程1020400,批量样本,1020400,507,2.741660749506903,0.6385475948797473,0.8988416225998079,15.1%,批量样本
498,里程1029400,批量样本,1029400,509,2.818522593320236,0.7165450612374721,0.9346915642484732,19.7%,批量样本
499,里程1241400,批量样本,1241400,98,13.382551020408162,1.3671954220638505,0.9456239028944916,27.1%,批量样本
500,里程1095400,批量样本,1095400,509,2.955294695481336,0.7279563425135225,0.9490001807910547,10.5%,批量样本
501,里程1096400,批量样本,1096400,507,3.1200138067061145,0.7679754130093384,0.9823780540032946,11.7%,批量样本
502,里程1022400,批量样本,1022400,507,3.039974358974358,0.8202967223998726,0.9827883401871644,28.8%,批量样本
503,里程1247400,批量样本,1247400,262,6.709007633587786,1.9099428708881443,0.983451848693721,45.3%,批量样本
504,里程1016400,批量样本,1016400,502,3.0537788844621514,0.6875076286365728,0.984755316779159,10.5%,批量样本
505,里程872400,批量样本,872400,511,3.364180039138944,0.8821505556402881,0.9939812273720998,33.3%,批量样本
506,里程1104400,批量样本,1104400,504,3.2323432539682537,0.8536930923106811,1.024617393963321,15.0%,批量样本
507,里程1017400,批量样本,1017400,500,3.118552,0.9089520730148956,1.0413444344035052,31.6%,批量样本
508,里程1015400,批量样本,1015400,501,2.747317365269461,0.7680218910147316,1.0527526322679337,12.5%,批量样本
509,里程1242400,批量样本,1242400,167,16.342275449101795,1.2494252542026696,1.1063117807912053,10.9%,批量样本
510,里程1245400,批量样本,1245400,265,7.216150944113208,2.822149859666095,1.249422346432592,56.0%,批量样本
511,里程704400,批量样本,704400,107,13.168158878504672,1.7357007945220253,1.2618509067509065,41.9%,批量样本
512,里程1246400,批量样本,1246400,265,6.813169811320755,2.6438828320082988,1.390134713472871,37.6%,批量样本
513,里程1001400,批量样本,1001400,266,7.439334586466165,5.139803610968766,1.427979574200666,75.8%,批量样本
514,里程1143400,批量样本,1143400,463,7.28410799136069,4.295074253776701,2.549884276054436,62.1%,批量样本
515,里程1240400,批量样本,1240400,324,9.681262345679013,2.8834161685283486,2.569533854205287,20.4%,批量样本
