mile,records,historical_mean,mlp,lstm
709400,447,1.1992139894419311,1.4920213895864283,1.5114954674531786
734400,442,0.2929915471187749,0.33535492894993046,0.3466627714932902
739400,448,0.49941947002443193,0.6807882894168996,0.5204431738873955
746400,443,0.4260866634569093,0.5088225027176004,0.4313882743155633
747400,445,0.7926949656860388,0.9529152964350901,0.9699923778124967
749400,446,0.7379695273631842,1.0460185179327082,45166045072.86766
