tqi_mile,record_count,tqi_mean,tqi_std,tqi_min,tqi_max,date_min,date_max,time_span_days
731400,490,3.307234693877551,1.190153022426017,1.1,24.16,2012-12-12,2026-03-19,4845
732400,488,3.0248053278688527,0.6009142256457781,0.9,4.14,2012-12-12,2026-03-19,4845
733400,489,3.75498773006135,1.906444391285058,1.83,44.69,2012-12-12,2026-03-19,4845
734400,488,3.5040737704918032,2.3250793947028985,1.58,44.03,2012-12-12,2026-03-19,4845
735400,489,3.2069959100204497,0.548219394112976,1.29,4.99,2012-12-12,2026-03-19,4845
736400,490,3.4042551020408163,2.1358056736241626,1.154,44.778,2012-12-12,2026-03-19,4845
737400,490,3.197063265306123,0.660607678726012,0.0,6.79,2012-12-12,2026-03-19,4845
738400,490,3.1881489795918365,0.5817276260668965,1.43,5.055,2012-12-12,2026-03-19,4845
739400,490,3.506614285714286,0.5199042189985722,1.47,5.588,2012-12-12,2026-03-19,4845
740400,489,3.482447852760736,0.45017586481596056,1.33,5.41,2012-12-12,2026-03-19,4845
741400,488,3.183952868852459,0.8924569573778,1.2,12.7,2012-12-12,2026-03-19,4845
742400,487,3.3739774127310063,1.5099808564122805,1.4,33.2,2012-12-12,2026-03-19,4845
743400,490,3.1167857142857143,0.736852934052154,1.1,10.704,2012-12-12,2026-03-19,4845
744400,490,3.289965306122449,0.6734702159102575,1.4,10.364,2012-12-12,2026-03-19,4845
745400,488,3.2563668032786883,0.6353276593923317,1.6,12.337,2012-12-12,2026-03-19,4845
746400,488,2.6086147540983604,0.49839383414041116,1.3,10.8,2012-12-12,2026-03-19,4845
747400,488,2.9826209016393443,1.959529545258471,1.4,44.52,2012-12-12,2026-03-19,4845
748400,490,2.8975612244897957,2.4910683505112305,1.3,52.5,2012-12-12,2026-03-19,4845
749400,490,2.811232653061224,1.8526077202108295,1.3,41.823,2012-12-12,2026-03-19,4845
750400,490,2.7125795918367346,1.7382338199076068,1.3,37.969,2012-12-12,2026-03-19,4845
751400,490,2.979377551020408,1.222017016767796,1.2,26.513,2012-12-12,2026-03-19,4845
752400,490,2.9056224489795914,2.07491645735834,1.1,47.029,2012-12-12,2026-03-19,4845
753400,490,2.8276857142857144,0.7646328089451416,1.1,11.626,2012-12-12,2026-03-19,4845
754400,489,3.383443762781186,0.6926552419699394,1.6,5.15,2012-12-12,2026-03-19,4845
755400,490,2.658681632653061,0.8203330965117176,1.36,17.5,2012-12-12,2026-03-19,4845
756400,467,4.314276231263383,0.8042666392223562,1.86,11.7,2012-12-12,2026-03-19,4845
757400,468,3.4691324786324786,2.2437493608697174,1.5,20.3,2012-12-12,2026-03-19,4845
758400,488,2.9792438524590166,2.5112245063957754,1.4,54.68,2012-12-12,2026-03-19,4845
759400,490,2.992551020408163,1.795744827966002,1.0,36.368,2012-12-12,2026-03-19,4845
760400,490,2.7724755102040817,1.0224615134242403,1.0,19.522,2012-12-12,2026-03-19,4845
761400,490,2.954265306122449,2.720332627889526,1.04,58.623,2012-12-12,2026-03-19,4845
762400,489,2.7845051124744375,2.2926335920446057,0.9,50.244,2012-12-12,2026-03-19,4845
763400,489,2.9210879345603273,2.260590117364729,0.8,51.075,2012-12-12,2026-03-19,4845
764400,490,3.052708163265306,0.8800920235247424,1.1,19.053,2012-12-12,2026-03-19,4845
765400,490,3.010281632653061,1.3282569286768682,1.06,29.402,2012-12-12,2026-03-19,4845
766400,489,2.86339672801636,1.818707115451125,1.0,41.323,2012-12-12,2026-03-19,4845
767400,490,2.9931653061224486,1.2407682540037712,1.13,25.696,2012-12-12,2026-03-19,4845
768400,486,3.5667119341563787,0.6959441464595437,1.8,6.4,2012-12-12,2026-03-19,4845
769400,489,3.6529366053169734,2.369344940873264,1.3,54.16,2012-12-12,2026-03-19,4845
770400,490,3.102983673469388,1.2224113702085349,1.56,28.56,2012-12-12,2026-03-19,4845
771400,490,2.65589387755102,0.6816199855241302,0.99,14.1,2012-12-12,2026-03-19,4845
772400,489,2.628930470347648,0.6519372481179379,1.3,13.575,2012-12-12,2026-03-19,4845
773400,489,3.4474887525562377,0.5670139974783255,1.83,6.7,2012-12-12,2026-03-19,4845
774400,491,3.3381262729124237,0.7917926704650674,1.67,6.3,2012-12-12,2026-03-19,4845
775400,491,3.6883828920570267,0.6183809043707563,2.3,5.11,2012-12-12,2026-03-19,4845
776400,491,3.031867617107943,1.0296931308227195,1.51,22.3,2012-12-12,2026-03-19,4845
