mile,record_count,tqi_mean,tqi_std,tqi_min,tqi_max,date_min,date_max,unique_months,time_span_days,expected_months,monthly_coverage
750400.0,446,2.606132286995516,0.4359053324580003,1.3,3.61,2012-12-12,2026-03-19,157,4845,162,0.9691358024691358
751400.0,447,2.919870246085011,0.6065622945806064,1.2,6.4,2012-12-12,2026-03-19,157,4845,162,0.9691358024691358
752400.0,447,2.799230425055929,0.5712494669684184,1.1,4.073,2012-12-12,2026-03-19,157,4845,162,0.9691358024691358
753400.0,446,2.781255605381166,0.593552577796574,1.1,4.22,2012-12-12,2026-03-19,157,4845,162,0.9691358024691358
754400.0,448,3.353625,0.7008983353597484,1.6,5.15,2012-12-12,2026-03-19,157,4845,162,0.9691358024691358
755400.0,446,2.616632286995516,0.44784939707542903,1.4,4.641,2012-12-12,2026-03-19,157,4845,162,0.9691358024691358
758400.0,443,2.8093024830699775,0.5370660059269506,1.4,4.51,2012-12-12,2026-03-19,157,4845,162,0.9691358024691358
759400.0,444,2.893765765765766,0.6290385684767205,1.4,4.01,2012-12-12,2026-03-19,157,4845,162,0.9691358024691358
760400.0,446,2.722154708520179,0.6392548301023937,1.0,4.29,2012-12-12,2026-03-19,157,4845,162,0.9691358024691358
761400.0,445,2.7992067415730335,0.5292507090382704,1.3,4.31,2012-12-12,2026-03-19,157,4845,162,0.9691358024691358
762400.0,443,2.661555304740406,0.554007582390557,1.0,4.24,2012-12-12,2026-03-19,157,4845,162,0.9691358024691358
763400.0,444,2.833912162162162,0.5806061392037579,1.4,4.44,2012-12-12,2026-03-19,157,4845,162,0.9691358024691358
765400.0,447,2.943458612975392,0.5805779766408671,1.2,3.96,2012-12-12,2026-03-19,157,4845,162,0.9691358024691358
766400.0,447,2.7798389261744965,0.5186760491407016,1.2,4.09,2012-12-12,2026-03-19,157,4845,162,0.9691358024691358
767400.0,445,2.911988764044944,0.5498052049471538,1.2,4.09,2012-12-12,2026-03-19,157,4845,162,0.9691358024691358
768400.0,445,3.5493303370786515,0.6913294876189374,1.8,6.4,2012-12-12,2026-03-19,157,4845,162,0.9691358024691358
769400.0,444,3.53204054054054,0.5985827642578133,2.2,5.177,2012-12-12,2026-03-19,157,4845,162,0.9691358024691358
770400.0,446,3.0431883408071747,0.38171953401715575,1.78,4.4,2012-12-12,2026-03-19,157,4845,162,0.9691358024691358
771400.0,447,2.6279821029082777,0.43936526745294524,1.2,4.5,2012-12-12,2026-03-19,157,4845,162,0.9691358024691358
772400.0,447,2.6087740492170024,0.4229619139713861,1.3,4.27,2012-12-12,2026-03-19,157,4845,162,0.9691358024691358
773400.0,447,3.4287069351230426,0.5529458301230338,1.83,5.076,2012-12-12,2026-03-19,157,4845,162,0.9691358024691358
774400.0,449,3.313853006681515,0.8026262949942292,1.67,6.3,2012-12-12,2026-03-19,157,4845,162,0.9691358024691358
775400.0,449,3.68204008908686,0.626431498646437,2.3,5.11,2012-12-12,2026-03-19,157,4845,162,0.9691358024691358
776400.0,448,2.9752165178571426,0.5473234732176678,1.55,4.27,2012-12-12,2026-03-19,157,4845,162,0.9691358024691358
