mile,record_count,tqi_mean,tqi_std,tqi_min,tqi_max,date_min,date_max,unique_months,time_span_days,expected_months,monthly_coverage
727400.0,446,3.455964125560538,0.5993207567710707,1.6,5.13,2012-12-12,2026-03-19,157,4845,162,0.9691358024691358
728400.0,447,3.680190156599553,0.7498827783381763,1.3,4.95,2012-12-12,2026-03-19,157,4845,162,0.9691358024691358
729400.0,448,2.951859375,0.514843896196762,0.9,4.01,2012-12-12,2026-03-19,157,4845,162,0.9691358024691358
730400.0,447,3.0149776286353465,0.49976315416478206,1.3,4.2,2012-12-12,2026-03-19,157,4845,162,0.9691358024691358
731400.0,446,3.2624775784753366,0.7323201720064844,1.1,5.665,2012-12-12,2026-03-19,157,4845,162,0.9691358024691358
732400.0,446,3.0448094170403586,0.5981571564574247,1.6,4.14,2012-12-12,2026-03-19,157,4845,162,0.9691358024691358
733400.0,446,3.6965,0.4175766026744357,1.949,5.23,2012-12-12,2026-03-19,157,4845,162,0.9691358024691358
734400.0,442,3.364710407239819,0.3829640544049448,1.97,4.891,2012-12-12,2026-03-19,157,4845,162,0.9691358024691358
735400.0,447,3.218704697986577,0.5459357807716563,1.4,4.99,2012-12-12,2026-03-19,157,4845,162,0.9691358024691358
736400.0,446,3.2858228699551573,0.7494352315625746,1.154,4.94,2012-12-12,2026-03-19,157,4845,162,0.9691358024691358
737400.0,446,3.212939461883408,0.6315418574213553,1.3,4.68,2012-12-12,2026-03-19,157,4845,162,0.9691358024691358
738400.0,448,3.193265625,0.5856093776193824,1.5,5.055,2012-12-12,2026-03-19,157,4845,162,0.9691358024691358
739400.0,448,3.5242656250000004,0.5153028244380984,1.5,5.588,2012-12-12,2026-03-19,157,4845,162,0.9691358024691358
740400.0,443,3.488618510158014,0.40659322543399107,2.09,4.69,2012-12-12,2026-03-19,157,4845,162,0.9691358024691358
741400.0,444,3.1413986486486487,0.7122287063233528,1.2,5.78,2012-12-12,2026-03-19,157,4845,162,0.9691358024691358
742400.0,443,3.289372460496614,0.575020415817018,1.5,4.83,2012-12-12,2026-03-19,157,4845,162,0.9691358024691358
743400.0,446,3.1032982062780268,0.6562212961531078,1.2,4.96,2012-12-12,2026-03-19,157,4845,162,0.9691358024691358
744400.0,447,3.2787897091722593,0.5988831762686508,1.4,4.7,2012-12-12,2026-03-19,157,4845,162,0.9691358024691358
745400.0,445,3.2532134831460677,0.4334504313002486,1.6,4.51,2012-12-12,2026-03-19,157,4845,162,0.9691358024691358
746400.0,443,2.5851873589164787,0.30665585471910767,1.5,3.41,2012-12-12,2026-03-19,157,4845,162,0.9691358024691358
747400.0,445,2.8760426966292134,0.47637845076480084,1.4,4.62,2012-12-12,2026-03-19,157,4845,162,0.9691358024691358
748400.0,446,2.7437488789237667,0.47632503272082244,1.3,4.001,2012-12-12,2026-03-19,157,4845,162,0.9691358024691358
749400.0,446,2.7083430493273544,0.447771572265489,1.3,4.2,2012-12-12,2026-03-19,157,4845,162,0.9691358024691358
