tqi_mile,record_count,tqi_mean,tqi_std,tqi_min,tqi_max,date_min,date_max,time_span_days
67400,183,3.1319125683060114,1.086123843446367,1.46,9.2,2021-01-22,2026-03-16,1879
68400,183,1.9464480874316943,0.7054754115886763,1.1,10.8,2021-01-22,2026-03-16,1879
69400,183,1.794754098360656,0.21349220762507384,0.8,2.3,2021-01-22,2026-03-16,1879
70400,183,1.66551912568306,0.18556012151896342,1.0,2.2,2021-01-22,2026-03-16,1879
71400,183,1.8292896174863387,2.8005154624142463,0.7,39.4,2021-01-22,2026-03-16,1879
72400,183,1.9757923497267762,0.20105573156192041,1.06,2.5,2021-01-22,2026-03-16,1879
73400,183,1.875901639344262,0.28550539562565835,0.8,4.64,2021-01-22,2026-03-16,1879
74400,183,2.2405464480874318,3.0151747578926367,1.0,42.71,2021-01-22,2026-03-16,1879
75400,183,1.6179234972677594,0.14327816120334533,1.08,2.1,2021-01-22,2026-03-16,1879
76400,183,1.6496721311475409,0.22534686727950312,0.8,2.3,2021-01-22,2026-03-16,1879
77400,183,1.7790710382513661,0.24223254285076784,1.0,2.5,2021-01-22,2026-03-16,1879
78400,183,1.7342622950819675,0.15961621915294721,1.19,2.2,2021-01-22,2026-03-16,1879
79400,183,1.8951912568306013,0.30337088158105885,1.1,2.8,2021-01-22,2026-03-16,1879
80400,183,1.8640983606557378,0.21193284014885833,1.3,2.64,2021-01-22,2026-03-16,1879
81400,183,1.5934972677595627,0.13051381444783774,1.0,1.99,2021-01-22,2026-03-16,1879
82400,183,1.9938797814207647,4.342259847000715,1.0,60.37,2021-01-22,2026-03-16,1879
83400,183,2.663387978142077,4.322857151588691,1.47,60.4,2021-01-22,2026-03-16,1879
84400,183,2.1598360655737703,0.8470987820816503,1.45,12.6,2021-01-22,2026-03-16,1879
85400,183,2.107650273224044,1.340479022173524,1.2,19.64,2021-01-22,2026-03-16,1879
86400,183,1.7226775956284146,1.7942514861312775,0.99,25.8,2021-01-22,2026-03-16,1879
87400,183,1.4909289617486337,0.13547924857324484,0.8,2.16,2021-01-22,2026-03-16,1879
88400,183,1.401639344262295,0.17357755014992915,0.8,2.9,2021-01-22,2026-03-16,1879
89400,183,1.4390710382513663,0.11816690739273099,0.8,1.9,2021-01-22,2026-03-16,1879
90400,183,1.389234972677596,0.41269479513924895,0.8,6.77,2021-01-22,2026-03-16,1879
91400,183,1.514918032786885,0.1184277442455856,1.0,1.86,2021-01-22,2026-03-16,1879
92400,183,1.6643715846994536,0.16857682782767616,1.1,2.2,2021-01-22,2026-03-16,1879
93400,183,1.569180327868853,0.3764844395685624,0.9,6.14,2021-01-22,2026-03-16,1879
94400,183,1.4121311475409835,0.1275222206980134,0.8,1.8,2021-01-22,2026-03-16,1879
95400,183,1.6411475409836063,2.355286850564432,1.0,33.28,2021-01-22,2026-03-16,1879
96400,183,1.4708196721311477,0.1121120183826247,0.8,1.87,2021-01-22,2026-03-16,1879
97400,183,1.443551912568306,0.11965130787873242,0.9,1.74,2021-01-22,2026-03-16,1879
98400,183,1.4424043715846997,0.1235985631629635,0.8,2.3,2021-01-22,2026-03-16,1879
99400,183,1.4561748633879783,0.4415265875307479,0.8,6.9,2021-01-22,2026-03-16,1879
100400,183,1.699508196721311,0.17355139432141173,1.0,3.05,2021-01-22,2026-03-16,1879
101400,183,1.405464480874317,0.15238282327861266,0.8,2.49,2021-01-22,2026-03-16,1879
102400,183,1.6888524590163934,0.2462070402800872,1.0,3.4,2021-01-22,2026-03-16,1879
103400,183,1.8220765027322405,0.12982259511767022,1.2,2.02,2021-01-22,2026-03-16,1879
104400,183,1.5953551912568302,0.14148257207488407,0.8,1.97,2021-01-22,2026-03-16,1879
105400,183,1.5668852459016394,0.19601979870517475,0.9,2.82,2021-01-22,2026-03-16,1879
106400,183,1.462513661202186,0.1611265920278213,0.8,2.61,2021-01-22,2026-03-16,1879
107400,183,1.4969945355191252,0.16067930989805765,0.8,2.95,2021-01-22,2026-03-16,1879
108400,183,1.644535519125683,0.3309106276801631,1.0,5.2,2021-01-22,2026-03-16,1879
109400,183,1.6996721311475407,0.20520132606554867,1.0,3.0,2021-01-22,2026-03-16,1879
110400,183,1.5953005464480872,0.16916015023719735,0.8,2.93,2021-01-22,2026-03-16,1879
111400,183,1.5523497267759558,0.1504478591999136,0.8,2.78,2021-01-22,2026-03-16,1879
112400,183,1.3938797814207653,0.21690562787108536,0.8,3.23,2021-01-22,2026-03-16,1879
113400,183,1.4795628415300546,0.27379069798656275,0.8,4.14,2021-01-22,2026-03-16,1879
114400,183,1.4578688524590164,0.1713435731752322,0.7,2.95,2021-01-22,2026-03-16,1879
115400,183,1.3734972677595627,0.13913314337676855,0.8,2.1,2021-01-22,2026-03-16,1879
116400,183,1.4971038251366122,0.24645135297030193,0.8,2.97,2021-01-22,2026-03-16,1879
117400,183,1.4818579234972682,0.2209018516332652,0.8,2.91,2021-01-22,2026-03-16,1879
118400,183,1.6017486338797815,0.21545301669266462,0.9,3.26,2021-01-22,2026-03-16,1879
119400,183,1.5852459016393443,0.3661858947717872,0.8,3.29,2021-01-22,2026-03-16,1879
120400,183,1.7372131147540988,0.2121822600393582,0.9,2.7,2021-01-22,2026-03-16,1879
121400,183,1.7831147540983607,0.16087201571578935,1.0,2.3,2021-01-22,2026-03-16,1879
122400,183,1.6686885245901637,0.7575774186887778,1.0,8.77,2021-01-22,2026-03-16,1879
123400,183,1.50775956284153,0.38205043551726087,0.9,6.13,2021-01-22,2026-03-16,1879
124400,183,1.6320765027322406,0.2100053757679507,0.9,2.6,2021-01-22,2026-03-16,1879
125400,183,1.6226229508196723,0.18737839988934415,0.8,2.4,2021-01-22,2026-03-16,1879
126400,183,1.5940983606557373,0.18778386906444935,0.85,2.5,2021-01-22,2026-03-16,1879
127400,183,1.9666120218579235,0.2947684829421211,1.0,3.9,2021-01-22,2026-03-16,1879
128400,183,1.6162841530054644,0.19838182221376935,1.0,2.31,2021-01-22,2026-03-16,1879
129400,183,1.9142076502732244,0.3369926802388419,1.11,3.9,2021-01-22,2026-03-16,1879
130400,183,1.6168852459016392,0.23569542403913715,0.8,3.1,2021-01-22,2026-03-16,1879
131400,183,1.4337158469945355,0.16550743192442516,0.83,2.3,2021-01-22,2026-03-16,1879
132400,183,1.463497267759563,0.17577085715004942,0.8,3.22,2021-01-22,2026-03-16,1879
133400,183,1.5302732240437156,0.16583929628166175,0.9,2.29,2021-01-22,2026-03-16,1879
134400,183,1.674863387978142,0.7016259436131876,1.0,10.74,2021-01-22,2026-03-16,1879
135400,183,2.03327868852459,0.7146236725259906,1.3,8.82,2021-01-22,2026-03-16,1879
136400,183,1.4468306010928962,0.12230303179357592,0.8,2.1,2021-01-22,2026-03-16,1879
137400,183,1.3978688524590166,0.11566028439848075,0.8,1.82,2021-01-22,2026-03-16,1879
138400,183,1.3914207650273227,0.1315718706595831,0.8,1.98,2021-01-22,2026-03-16,1879
139400,183,1.4335519125683063,0.13187971660917153,0.8,1.98,2021-01-22,2026-03-16,1879
140400,183,1.883224043715847,2.067013822362179,1.0,27.52,2021-01-22,2026-03-16,1879
141400,183,1.6816939890710383,1.6158660027396528,1.0,23.29,2021-01-22,2026-03-16,1879
142400,183,1.4600000000000004,0.4605025921345475,0.7,7.13,2021-01-22,2026-03-16,1879
143400,183,1.7968306010928958,2.437121976038827,1.0,33.2,2021-01-22,2026-03-16,1879
144400,183,1.6328961748633877,0.45745212340207597,1.2,7.5,2021-01-22,2026-03-16,1879
145400,183,1.4750273224043713,0.5128169074514468,0.9,8.01,2021-01-22,2026-03-16,1879
146400,183,1.5810382513661199,0.8385639960383886,1.0,11.07,2021-01-22,2026-03-16,1879
147400,183,1.6100000000000003,2.486953650862529,0.8,35.03,2021-01-22,2026-03-16,1879
148400,183,1.8081420765027325,0.5915558193405458,1.2,9.55,2021-01-22,2026-03-16,1879
149400,183,1.6849180327868853,0.5267543882609358,1.0,8.52,2021-01-22,2026-03-16,1879
150400,183,1.3565027322404373,0.6536758351965952,0.7,10.02,2021-01-22,2026-03-16,1879
151400,183,1.342185792349727,0.45891849502036725,0.7,7.36,2021-01-22,2026-03-16,1879
152400,183,1.3765027322404375,0.32059321516195327,0.8,5.32,2021-01-22,2026-03-16,1879
153400,183,1.3743169398907105,0.4808879699644381,0.7,7.64,2021-01-22,2026-03-16,1879
154400,183,1.5350819672131149,0.4070638215107331,1.0,6.37,2021-01-22,2026-03-16,1879
155400,183,1.6399999999999997,0.9427298448864131,0.8,14.19,2021-01-22,2026-03-16,1879
156400,183,1.7067213114754098,0.966766539959407,0.8,9.64,2021-01-22,2026-03-16,1879
157400,183,1.4351366120218583,0.419731544140657,0.8,6.28,2021-01-22,2026-03-16,1879
158400,183,1.502185792349727,0.3540094187846452,0.8,5.56,2021-01-22,2026-03-16,1879
159400,183,1.4821857923497268,0.3830898503267964,0.8,5.88,2021-01-22,2026-03-16,1879
160400,183,1.4581420765027324,0.3243316738285234,0.8,4.78,2021-01-22,2026-03-16,1879
161400,183,1.6512568306010926,0.38701741256907024,0.9,6.29,2021-01-22,2026-03-16,1879
162400,183,1.6305464480874317,0.3066008730551721,0.8,4.73,2021-01-22,2026-03-16,1879
163400,183,1.5556830601092893,0.2427032921246984,0.9,3.3,2021-01-22,2026-03-16,1879
164400,183,1.5084153005464482,0.23740400532136977,0.8,2.66,2021-01-22,2026-03-16,1879
165400,183,1.5314207650273224,0.13993779232319853,1.0,2.35,2021-01-22,2026-03-16,1879
166400,183,1.6446994535519124,0.11755191674986795,1.0,2.0,2021-01-22,2026-03-16,1879
167400,183,1.7827322404371582,1.0385625999739896,0.9,9.57,2021-01-22,2026-03-16,1879
168400,183,1.8005464480874316,0.9766913910648398,1.0,9.28,2021-01-22,2026-03-16,1879
169400,183,1.7862295081967212,0.5036684019516036,1.1,7.88,2021-01-22,2026-03-16,1879
170400,183,2.0622404371584704,0.7831985047970222,1.1,11.82,2021-01-22,2026-03-16,1879
171400,183,1.7313661202185788,1.7697186690028677,0.9,25.48,2021-01-22,2026-03-16,1879
172400,183,1.4876502732240435,0.39001894584501506,0.8,6.29,2021-01-22,2026-03-16,1879
173400,182,1.477912087912088,0.45098178102269393,0.8,7.07,2021-01-22,2026-03-16,1879
174400,183,1.5292349726775953,0.6751470857091957,0.8,10.18,2021-01-22,2026-03-16,1879
175400,183,1.491530054644809,0.5539130113039007,0.8,8.51,2021-01-22,2026-03-16,1879
176400,183,1.4613114754098357,0.30624529820029767,0.8,4.71,2021-01-22,2026-03-16,1879
177400,184,1.453641304347826,0.3457126979754414,0.7,4.96,2021-01-22,2026-03-16,1879
178400,184,1.4042934782608696,0.3306882056501888,0.77,5.22,2021-01-22,2026-03-16,1879
179400,184,1.320163043478261,0.34337997806676895,0.69,4.61,2021-01-22,2026-03-16,1879
180400,184,1.4658152173913042,0.28395795229975407,0.8,4.74,2021-01-22,2026-03-16,1879
181400,184,1.71875,0.3080381469883235,0.9,5.18,2021-01-22,2026-03-16,1879
182400,184,1.575,0.4259120717896768,0.8,6.92,2021-01-22,2026-03-16,1879
183400,184,1.58625,0.24188594724665147,0.8,4.2,2021-01-22,2026-03-16,1879
184400,184,1.6863043478260868,0.26082977046595157,0.9,4.51,2021-01-22,2026-03-16,1879
185400,183,1.5233879781420763,0.2178024542686562,0.8,3.53,2021-01-22,2026-03-16,1879
186400,184,1.8717934782608694,0.2178622936022384,1.0,3.75,2021-01-22,2026-03-16,1879
187400,184,1.891684782608696,0.21016748092982807,1.5,2.4,2021-01-22,2026-03-16,1879
188400,184,1.5719021739130432,0.15019175792384132,1.3,2.7,2021-01-22,2026-03-16,1879
189400,184,1.7450543478260871,0.1929693123274237,1.4,2.84,2021-01-22,2026-03-16,1879
190400,184,1.7164130434782607,1.3163574360716275,1.28,18.84,2021-01-22,2026-03-16,1879
191400,184,1.9686413043478261,0.18195298026632478,1.3,2.86,2021-01-22,2026-03-16,1879
192400,184,1.7941304347826088,0.20096843225405192,1.4,2.9,2021-01-22,2026-03-16,1879
195400,253,2.161343873517786,0.44883952254235304,1.19,3.4,2019-01-05,2026-03-16,2627
196400,252,1.630436507936508,0.2677146306101648,0.61,3.49,2019-01-05,2026-03-16,2627
197400,253,1.5161264822134388,0.1653304045507821,0.92,2.6,2019-01-05,2026-03-16,2627
198400,253,1.7831620553359684,0.15890586156653655,0.88,2.41,2019-01-05,2026-03-16,2627
199400,253,1.7291699604743083,0.12918741295294453,0.91,2.27,2019-01-05,2026-03-16,2627
200400,253,1.6240316205533596,0.13200660978874862,1.1,2.61,2019-01-05,2026-03-16,2627
201400,253,1.5513438735177867,0.16801293273875081,0.96,2.61,2019-01-05,2026-03-16,2627
202400,252,1.9078174603174602,0.26502724510906045,1.15,3.01,2019-01-05,2026-03-16,2627
203400,253,1.8403952569169961,0.2350596046861129,1.1,2.79,2019-01-05,2026-03-16,2627
204400,253,1.5616205533596839,0.30606200464447425,0.86,3.54,2019-01-05,2026-03-16,2627
205400,253,1.6890118577075097,0.13228236040647984,0.9,2.65,2019-01-05,2026-03-16,2627
206400,253,1.813794466403162,0.2328460670091697,0.92,3.27,2019-01-05,2026-03-16,2627
207400,253,1.8438339920948617,0.14643896051738634,1.08,2.63,2019-01-05,2026-03-16,2627
208400,253,1.693122529644269,0.19041968270593637,1.08,2.95,2019-01-05,2026-03-16,2627
209400,252,2.112301587301587,0.30937454626705885,1.12,3.29,2019-01-05,2026-03-16,2627
210400,253,1.5918577075098814,0.16164858609584906,0.79,3.07,2019-01-05,2026-03-16,2627
211400,253,1.6304347826086956,0.1592199757886275,0.91,3.18,2019-01-05,2026-03-16,2627
212400,252,1.6371031746031743,0.16814413895222552,0.93,3.05,2019-01-05,2026-03-16,2627
213400,252,2.069801587301587,0.24017996306691575,1.01,3.05,2019-01-05,2026-03-16,2627
214400,253,2.295177865612648,0.3793442388802245,1.07,3.47,2019-01-05,2026-03-16,2627
215400,253,2.0214624505928853,0.5364446409007305,0.93,8.99,2019-01-05,2026-03-16,2627
216400,251,2.0315537848605576,0.29682650841125613,1.12,5.52,2019-01-05,2026-03-16,2627
217400,253,2.058893280632411,0.35726857377031823,1.05,5.98,2019-01-05,2026-03-16,2627
218400,252,2.0692460317460313,0.5102602911507284,1.22,7.55,2019-01-05,2026-03-16,2627
219400,253,2.005652173913043,0.3240751026964516,0.84,3.29,2019-01-05,2026-03-16,2627
220400,253,1.68,0.23933605251141338,0.79,3.93,2019-01-05,2026-03-16,2627
221400,251,2.1650199203187253,0.4728740842989745,0.85,3.3,2019-01-05,2026-03-16,2627
222400,249,2.4098393574297186,1.4265642144540414,0.91,7.7,2019-01-05,2026-03-16,2627
223400,251,2.9980876494023905,1.9841139907492342,0.94,7.73,2019-01-05,2026-03-16,2627
224400,253,2.0410671936758895,0.294837942154262,1.05,2.9,2019-01-05,2026-03-16,2627
225400,253,1.8936758893280634,0.2667208384182372,0.89,3.03,2019-01-05,2026-03-16,2627
226400,253,2.007114624505929,0.33001439167685787,0.98,3.1,2019-01-05,2026-03-16,2627
227400,253,1.9790513833992096,0.3799779250690035,0.86,3.82,2019-01-05,2026-03-16,2627
228400,253,1.8261660079051383,0.5881028856229559,0.84,9.9,2019-01-05,2026-03-16,2627
229400,253,1.6762055335968382,0.20359036557112614,0.77,2.76,2019-01-05,2026-03-16,2627
230400,253,1.5968774703557311,0.25066920909283275,0.74,3.09,2019-01-05,2026-03-16,2627
231400,251,1.5790836653386455,0.6712379287347457,0.78,10.3,2019-01-05,2026-03-16,2627
232400,253,1.5116600790513837,0.30542387126432824,0.74,3.11,2019-01-05,2026-03-16,2627
233400,252,1.694920634920635,0.3198785776401124,0.78,3.49,2019-01-05,2026-03-16,2627
234400,253,1.9102371541501977,0.28359641687036574,0.88,3.83,2019-01-05,2026-03-16,2627
235400,252,1.7659126984126983,0.2062228137761999,0.91,2.99,2019-01-05,2026-03-16,2627
236400,253,1.9333596837944662,0.27133447604748484,1.02,3.52,2019-01-05,2026-03-16,2627
237400,253,1.662094861660079,0.18375049641786048,0.81,3.05,2019-01-05,2026-03-16,2627
238400,253,1.7470355731225296,0.16274525667681122,1.13,3.15,2019-01-05,2026-03-16,2627
239400,253,1.6930434782608694,0.2525705662963962,0.84,3.6,2019-01-05,2026-03-16,2627
240400,253,1.515296442687747,0.2405953492702424,0.78,3.21,2019-01-05,2026-03-16,2627
241400,252,1.869126984126984,0.2527664302729696,1.12,3.2,2019-01-05,2026-03-16,2627
242400,252,1.6558333333333333,0.21881540001304414,0.79,3.0,2019-01-05,2026-03-16,2627
243400,253,1.5233596837944663,0.17795848754355187,0.73,3.03,2019-01-05,2026-03-16,2627
244400,253,1.6984189723320158,0.18455187670185802,0.93,3.22,2019-01-05,2026-03-16,2627
245400,253,1.5941501976284584,0.17244440434309982,0.78,3.21,2019-01-05,2026-03-16,2627
246400,253,1.602490118577075,0.17966383098407637,0.88,3.19,2019-01-05,2026-03-16,2627
247400,253,1.5402371541501976,0.1485803957826086,0.82,3.01,2019-01-05,2026-03-16,2627
248400,253,1.5873122529644266,0.1511040366401627,0.88,2.57,2019-01-05,2026-03-16,2627
249400,253,1.5386956521739128,0.14461867710201087,0.73,2.5,2019-01-05,2026-03-16,2627
250400,253,1.4697233201581028,0.16256965091448225,0.76,2.77,2019-01-05,2026-03-16,2627
251400,253,1.7409881422924902,0.20320500404360278,1.03,2.87,2019-01-05,2026-03-16,2627
252400,253,1.847430830039526,0.1872570387717012,1.17,2.93,2019-01-05,2026-03-16,2627
253400,253,2.035889328063241,0.3049728383767358,1.22,2.8,2019-01-05,2026-03-16,2627
254400,253,1.8735177865612649,0.2915732446978849,1.09,3.1,2019-01-05,2026-03-16,2627
255400,253,1.8891304347826083,0.24378308644513255,1.13,2.8,2019-01-05,2026-03-16,2627
262400,252,2.039722222222222,0.347723848367248,1.16,3.8,2019-01-05,2026-03-16,2627
263400,251,1.7635856573705178,0.2674260489059847,0.93,2.8,2019-01-05,2026-03-16,2627
264400,252,1.808452380952381,0.21905170875810653,1.06,2.6,2019-01-05,2026-03-16,2627
265400,252,1.5776190476190477,0.20677346216490902,0.78,2.87,2019-01-05,2026-03-16,2627
266400,252,1.581904761904762,0.19278299128870777,0.8,2.7,2019-01-05,2026-03-16,2627
267400,252,1.7553968253968255,0.2308399724879733,0.86,3.28,2019-01-05,2026-03-16,2627
268400,252,1.7100396825396824,0.3270604291494718,0.76,4.5,2019-01-05,2026-03-16,2627
269400,251,1.5978486055776893,0.38608619890906204,0.73,4.38,2019-01-05,2026-03-16,2627
270400,252,1.848452380952381,0.2658137654124682,1.26,3.52,2019-01-05,2026-03-16,2627
271400,252,1.825357142857143,0.21481083920976476,1.2,3.5,2019-01-05,2026-03-16,2627
272400,252,2.0504761904761906,0.2688587571632325,1.19,3.5,2019-01-05,2026-03-16,2627
273400,251,2.2001195219123506,0.41592545685179033,1.22,4.1,2019-01-05,2026-03-16,2627
274400,252,1.9930952380952378,0.21984407471748993,0.92,2.91,2019-01-05,2026-03-16,2627
275400,251,1.7204780876494026,0.2724315886932503,0.8,3.52,2019-01-05,2026-03-16,2627
276400,251,1.7681274900398407,0.19622660288879004,0.86,3.23,2019-01-05,2026-03-16,2627
277400,252,1.7747619047619048,0.28533118881032127,0.71,3.7,2019-01-05,2026-03-16,2627
278400,251,1.6714741035856575,0.22445270844142917,0.76,3.13,2019-01-05,2026-03-16,2627
279400,251,1.6778087649402391,0.8585236043830526,0.77,14.9,2019-01-05,2026-03-16,2627
280400,251,1.8135458167330676,0.20108450187030893,0.84,3.1,2019-01-05,2026-03-16,2627
281400,252,2.072539682539683,0.28105786648915676,0.88,3.15,2019-01-05,2026-03-16,2627
282400,251,1.7786852589641433,1.3499775792737565,0.81,22.9,2019-01-05,2026-03-16,2627
283400,251,1.7013147410358564,0.2675702983177181,0.78,2.9,2019-01-05,2026-03-16,2627
284400,251,1.5770916334661356,0.26318189065686326,0.8,3.49,2019-01-05,2026-03-16,2627
285400,252,1.9836111111111112,0.28049908486324704,0.87,3.3,2019-01-05,2026-03-16,2627
286400,251,1.8381673306772908,0.22140783158787816,0.81,3.0,2019-01-05,2026-03-16,2627
287400,251,1.9409561752988045,0.3295316101252096,0.81,3.4,2019-01-05,2026-03-16,2627
288400,251,1.8835059760956172,0.2772487312218821,0.77,3.2,2019-01-05,2026-03-16,2627
289400,252,1.963809523809524,0.25955019977599014,0.91,3.21,2019-01-05,2026-03-16,2627
290400,248,2.969112903225806,0.4717827539857077,1.29,3.9,2019-01-05,2026-03-16,2627
291400,251,2.2274501992031874,0.8901738439821518,1.19,15.7,2019-01-05,2026-03-16,2627
292400,251,2.4786852589641435,0.4858628042378143,1.36,4.1,2019-01-05,2026-03-16,2627
293400,251,2.2943426294820717,0.4493273485282842,1.09,3.6,2019-01-05,2026-03-16,2627
294400,251,2.2051792828685257,0.389433778361718,0.98,3.6,2019-01-05,2026-03-16,2627
295400,251,1.6951394422310755,0.17825902635795937,0.87,3.09,2019-01-05,2026-03-16,2627
296400,251,2.3907569721115536,0.3623829807002465,0.95,3.3,2019-01-05,2026-03-16,2627
297400,251,1.891394422310757,0.22232959274186812,0.88,2.97,2019-01-05,2026-03-16,2627
298400,251,1.594223107569721,0.18830319706235576,0.85,2.91,2019-01-05,2026-03-16,2627
299400,251,1.6374103585657371,0.18624303190259472,0.78,2.88,2019-01-05,2026-03-16,2627
300400,251,1.8564143426294821,0.17564934282104824,0.86,3.0,2019-01-05,2026-03-16,2627
301400,252,2.4248412698412696,0.32974270816626006,1.34,3.43,2019-01-05,2026-03-16,2627
302400,251,1.9685258964143426,0.2213102309580224,0.92,3.11,2019-01-05,2026-03-16,2627
303400,251,2.1577290836653384,0.23226713566657892,1.1,3.23,2019-01-05,2026-03-16,2627
304400,251,1.926414342629482,0.1988202495558894,0.88,3.01,2019-01-05,2026-03-16,2627
305400,252,2.155,0.3657928135845748,0.9,3.6,2019-01-05,2026-03-16,2627
306400,251,2.14996015936255,0.22354149146495042,1.19,3.77,2019-01-05,2026-03-16,2627
