tqi_mile,original_count,clean_count,time_span_days,tqi_mean,tqi_std,seasonal_amplitude,data_driven_mae,rolling_anchor_mae,post_maintenance_mae,best_strategy,trident_improvement,is_trident_effective,best_trident_mae
607400,260,248,2627,1.987096774193548,0.1634311958563166,0.2442222222222221,0.1616030828516376,0.1300332047139163,0.2310724719580039,rolling_anchor,19.53544300061685,True,0.1300332047139163
603400,260,252,2627,1.8417063492063488,0.1831286995448205,0.2811111111111108,0.2113561602870811,0.1311496929648981,0.138627759025537,rolling_anchor,37.94848809386019,True,0.1311496929648981
541400,260,255,2627,2.149921568627451,0.2843904825766974,0.3250000000000002,0.2377141397927914,0.1314584959887363,0.1981516559664485,rolling_anchor,44.69891605803302,True,0.1314584959887363
263400,251,243,2627,1.754074074074074,0.2177577950390651,0.276919191919192,0.3104093473005639,0.2036230674583233,0.1330315448413969,post_maintenance,57.14318979170921,True,0.1330315448413969
306400,251,245,2627,2.144530612244898,0.1617054474128323,0.2591596638655462,0.1655855855855855,0.135719500248912,0.1928782559870793,rolling_anchor,18.03664566034148,True,0.135719500248912
223400,251,194,2613,1.9838659793814435,0.2455257710001165,0.4115000000000002,0.2108512241054615,0.1365724334931713,0.5685853210349455,rolling_anchor,35.22805756875194,True,0.1365724334931713
335400,252,244,2627,2.0267622950819675,0.1552264006054275,0.24475,0.15362480127186,0.1373100336173091,0.1457875379903243,rolling_anchor,10.619878769235775,True,0.1373100336173091
377400,258,247,2627,2.1675708502024285,0.1812596227904942,0.2529999999999999,0.2087403100775191,0.1379488411704829,0.2131679324019955,rolling_anchor,33.913655144397666,True,0.1379488411704829
416400,259,253,2627,1.5618577075098816,0.1729807182285083,0.1931818181818183,0.1799063336306869,0.1403083334298766,0.4008291077983025,rolling_anchor,22.010342494165503,True,0.1403083334298766
46400,181,179,1879,2.2368156424581005,0.3348342279447803,0.3299999999999996,0.1760177777777778,0.1426449905756041,1.0003108462936237,rolling_anchor,18.95989576933912,True,0.1426449905756041
653400,272,263,2627,1.8266159695817488,0.1557778832321983,0.1867777777777779,0.1612754540451293,0.1432324603941279,0.1883960000282235,rolling_anchor,11.18768739969104,True,0.1432324603941279
446400,260,251,2627,1.951354581673307,0.1854177924820708,0.3751304347826083,0.1647834586466166,0.1671095258480371,0.1435091507272285,post_maintenance,12.910463279576817,True,0.1435091507272285
