日期,TQI值,检测日期,年份,月份,距2021年,是否异常,样本权重,年月
2023-03-11,2.48,2023-03-11,2023,3,2,False,2.0,2023-03
2023-03-19,2.59,2023-03-19,2023,3,2,False,2.0,2023-03
2023-03-26,2.39,2023-03-26,2023,3,2,False,2.0,2023-03
2023-04-03,2.48,2023-04-03,2023,4,2,False,2.0,2023-04
2023-04-10,2.57,2023-04-10,2023,4,2,False,2.0,2023-04
2023-04-17,2.55,2023-04-17,2023,4,2,False,2.0,2023-04
2023-04-23,2.6,2023-04-23,2023,4,2,False,2.0,2023-04
2023-05-05,2.55,2023-05-05,2023,5,2,False,2.0,2023-05
2023-05-12,2.62,2023-05-12,2023,5,2,False,2.0,2023-05
2023-05-21,2.61,2023-05-21,2023,5,2,False,2.0,2023-05
2023-06-06,2.74,2023-06-06,2023,6,2,False,2.0,2023-06
2023-06-20,2.81,2023-06-20,2023,6,2,False,2.0,2023-06
2023-07-06,2.78,2023-07-06,2023,7,2,False,6.0,2023-07
2023-07-20,3.01,2023-07-20,2023,7,2,False,6.0,2023-07
2023-08-11,2.25,2023-08-11,2023,8,2,False,6.0,2023-08
2023-08-21,2.29,2023-08-21,2023,8,2,False,6.0,2023-08
2023-09-04,2.32,2023-09-04,2023,9,2,False,6.0,2023-09
2023-09-20,2.21,2023-09-20,2023,9,2,False,6.0,2023-09
2023-10-08,2.22,2023-10-08,2023,10,2,False,2.0,2023-10
2023-10-22,2.39,2023-10-22,2023,10,2,False,2.0,2023-10
2023-11-12,1.9,2023-11-12,2023,11,2,False,2.0,2023-11
2023-11-20,2.6,2023-11-20,2023,11,2,False,2.0,2023-11
2023-11-26,2.1,2023-11-26,2023,11,2,False,2.0,2023-11
2023-12-04,2.9,2023-12-04,2023,12,2,False,2.0,2023-12
2023-12-09,2.3,2023-12-09,2023,12,2,False,2.0,2023-12
2023-12-18,2.4,2023-12-18,2023,12,2,False,2.0,2023-12
2023-12-25,2.6,2023-12-25,2023,12,2,False,2.0,2023-12
2024-01-02,2.4,2024-01-02,2024,1,3,False,2.0,2024-01
2024-01-09,2.4,2024-01-09,2024,1,3,False,2.0,2024-01
2024-01-18,2.4,2024-01-18,2024,1,3,False,2.0,2024-01
2024-01-25,2.6,2024-01-25,2024,1,3,False,2.0,2024-01
2024-02-04,2.3,2024-02-04,2024,2,3,False,2.0,2024-02
2024-02-15,2.2,2024-02-15,2024,2,3,False,2.0,2024-02
2024-02-20,2.1,2024-02-20,2024,2,3,False,2.0,2024-02
2024-02-25,2.4,2024-02-25,2024,2,3,False,2.0,2024-02
2024-03-03,2.2,2024-03-03,2024,3,3,False,2.0,2024-03
2024-03-10,2.4,2024-03-10,2024,3,3,False,2.0,2024-03
2024-03-18,2.0,2024-03-18,2024,3,3,False,2.0,2024-03
2024-03-25,2.2,2024-03-25,2024,3,3,False,2.0,2024-03
2024-04-10,2.0,2024-04-10,2024,4,3,False,2.0,2024-04
2024-04-18,2.0,2024-04-18,2024,4,3,False,2.0,2024-04
2024-04-25,2.0,2024-04-25,2024,4,3,False,2.0,2024-04
2024-05-05,2.0,2024-05-05,2024,5,3,False,2.0,2024-05
2024-05-10,2.2,2024-05-10,2024,5,3,False,2.0,2024-05
2024-05-20,2.0,2024-05-20,2024,5,3,False,2.0,2024-05
2024-06-07,2.0,2024-06-07,2024,6,3,False,2.0,2024-06
2024-06-20,2.1,2024-06-20,2024,6,3,False,2.0,2024-06
2024-07-07,2.2,2024-07-07,2024,7,3,False,6.0,2024-07
2024-07-20,2.2,2024-07-20,2024,7,3,False,6.0,2024-07
2024-08-07,2.4,2024-08-07,2024,8,3,False,6.0,2024-08
2024-08-20,2.1,2024-08-20,2024,8,3,False,6.0,2024-08
2024-09-05,2.2,2024-09-05,2024,9,3,False,6.0,2024-09
2024-09-19,2.2,2024-09-19,2024,9,3,False,6.0,2024-09
2024-10-09,2.4,2024-10-09,2024,10,3,False,2.0,2024-10
2024-10-23,2.2,2024-10-23,2024,10,3,False,2.0,2024-10
2024-11-03,2.4,2024-11-03,2024,11,3,False,2.0,2024-11
2024-11-09,2.6,2024-11-09,2024,11,3,False,2.0,2024-11
2024-11-17,2.0,2024-11-17,2024,11,3,False,2.0,2024-11
2024-11-24,2.5,2024-11-24,2024,11,3,False,2.0,2024-11
2024-12-03,2.2,2024-12-03,2024,12,3,False,2.0,2024-12
2024-12-10,2.4,2024-12-10,2024,12,3,False,2.0,2024-12
2024-12-18,2.3,2024-12-18,2024,12,3,False,2.0,2024-12
2024-12-25,2.6,2024-12-25,2024,12,3,False,2.0,2024-12
2025-01-05,2.4,2025-01-05,2025,1,4,False,2.0,2025-01
2025-01-11,2.4,2025-01-11,2025,1,4,False,2.0,2025-01
2025-01-16,2.5,2025-01-16,2025,1,4,False,2.0,2025-01
2025-01-22,2.2,2025-01-22,2025,1,4,False,2.0,2025-01
2025-02-02,2.2,2025-02-02,2025,2,4,False,2.0,2025-02
2025-02-09,2.4,2025-02-09,2025,2,4,False,2.0,2025-02
2025-02-16,2.3,2025-02-16,2025,2,4,False,2.0,2025-02
2025-02-23,2.2,2025-02-23,2025,2,4,False,2.0,2025-02
2025-03-03,2.2,2025-03-03,2025,3,4,False,2.0,2025-03
2025-03-10,2.6,2025-03-10,2025,3,4,False,2.0,2025-03
2025-03-18,2.1,2025-03-18,2025,3,4,False,2.0,2025-03
2025-04-03,2.2,2025-04-03,2025,4,4,False,2.0,2025-04
2025-04-10,2.2,2025-04-10,2025,4,4,False,2.0,2025-04
2025-04-25,2.0,2025-04-25,2025,4,4,False,2.0,2025-04
2025-05-06,2.0,2025-05-06,2025,5,4,False,3.0,2025-05
2025-06-05,2.1,2025-06-05,2025,6,4,False,2.0,2025-06
2025-06-20,1.9,2025-06-20,2025,6,4,False,2.0,2025-06
2025-07-06,1.9,2025-07-06,2025,7,4,False,6.0,2025-07
2025-07-19,1.9,2025-07-19,2025,7,4,False,6.0,2025-07
2025-08-04,2.0,2025-08-04,2025,8,4,False,6.0,2025-08
2025-08-20,2.0,2025-08-20,2025,8,4,False,6.0,2025-08
2025-09-04,2.1,2025-09-04,2025,9,4,False,6.0,2025-09
2025-09-20,2.0,2025-09-20,2025,9,4,False,6.0,2025-09
2025-10-10,2.0,2025-10-10,2025,10,4,False,2.0,2025-10
2025-10-23,2.2,2025-10-23,2025,10,4,False,2.0,2025-10
2025-11-03,2.2,2025-11-03,2025,11,4,False,2.0,2025-11
2025-11-10,2.1,2025-11-10,2025,11,4,False,2.0,2025-11
2025-11-18,2.0,2025-11-18,2025,11,4,False,2.0,2025-11
2025-11-25,2.1,2025-11-25,2025,11,4,False,2.0,2025-11
2025-12-03,1.9,2025-12-03,2025,12,4,False,2.0,2025-12
2025-12-10,2.2,2025-12-10,2025,12,4,False,2.0,2025-12
2025-12-27,2.0,2025-12-27,2025,12,4,False,2.0,2025-12
2026-01-03,2.2,2026-01-03,2026,1,5,False,2.0,2026-01
2026-01-09,2.1,2026-01-09,2026,1,5,False,2.0,2026-01
2026-01-18,2.0,2026-01-18,2026,1,5,False,2.0,2026-01
2026-01-26,2.2,2026-01-26,2026,1,5,False,2.0,2026-01
2026-02-02,2.3,2026-02-02,2026,2,5,False,2.0,2026-02
2026-02-09,2.4,2026-02-09,2026,2,5,False,2.0,2026-02
2026-02-21,2.6,2026-02-21,2026,2,5,False,2.0,2026-02
2026-02-26,2.0,2026-02-26,2026,2,5,False,2.0,2026-02
2026-03-05,2.0,2026-03-05,2026,3,5,False,2.0,2026-03
2026-03-12,2.2,2026-03-12,2026,3,5,False,2.0,2026-03
2026-03-19,1.9,2026-03-19,2026,3,5,False,2.0,2026-03
