日期,TQI值,检测日期,年份,月份,距2021年,是否异常,年月,TQI左高低,TQI右高低,TQI左轨向,TQI右轨向,TQI轨距,TQI三角坑,TQI水平,plane,elevation
2012-12-12,2.225,2012-12-12,2012,12,-9,False,2012-12,0.385,0.341,0.314,0.322,0.231,0.338,0.292,0.867,1.356
2012-12-20,2.183,2012-12-20,2012,12,-9,False,2012-12,0.39,0.32,0.305,0.314,0.227,0.338,0.29,0.846,1.338
2012-12-28,2.288,2012-12-28,2012,12,-9,False,2012-12,0.392,0.341,0.334,0.334,0.241,0.343,0.304,0.909,1.3800000000000001
2013-01-10,2.274,2013-01-10,2013,1,-8,False,2013-01,0.406,0.315,0.347,0.35,0.212,0.341,0.304,0.9089999999999999,1.366
2013-01-18,2.34,2013-01-18,2013,1,-8,False,2013-01,0.42,0.363,0.346,0.353,0.212,0.341,0.306,0.9109999999999999,1.43
2013-01-30,2.334,2013-01-30,2013,1,-8,False,2013-01,0.406,0.32,0.355,0.364,0.227,0.355,0.308,0.946,1.389
2013-03-01,2.011,2013-03-01,2013,3,-8,False,2013-03,0.309,0.371,0.344,0.342,0.0,0.331,0.313,0.6859999999999999,1.3239999999999998
2013-03-20,2.744,2013-03-20,2013,3,-8,False,2013-03,0.523,0.522,0.319,0.354,0.242,0.371,0.413,0.915,1.829
2013-03-29,2.532,2013-03-29,2013,3,-8,False,2013-03,0.517,0.456,0.345,0.346,0.243,0.334,0.291,0.9339999999999999,1.598
2013-04-06,2.527,2013-04-06,2013,4,-8,False,2013-04,0.525,0.449,0.341,0.341,0.247,0.32,0.304,0.929,1.598
2013-04-19,3.056,2013-04-19,2013,4,-8,False,2013-04,0.581,0.527,0.432,0.47,0.245,0.434,0.369,1.1469999999999998,1.911
2013-04-25,2.961,2013-04-25,2013,4,-8,False,2013-04,0.554,0.515,0.437,0.463,0.258,0.399,0.335,1.158,1.803
2013-05-04,2.743,2013-05-04,2013,5,-8,False,2013-05,0.562,0.462,0.365,0.375,0.251,0.406,0.323,0.991,1.7530000000000001
2013-05-15,2.729,2013-05-15,2013,5,-8,False,2013-05,0.563,0.508,0.36,0.377,0.245,0.374,0.302,0.982,1.7469999999999999
2013-05-31,2.681,2013-05-31,2013,5,-8,False,2013-05,0.529,0.427,0.312,0.334,0.251,0.449,0.379,0.897,1.784
2013-06-11,2.954,2013-06-11,2013,6,-8,False,2013-06,0.655,0.565,0.354,0.375,0.227,0.429,0.348,0.956,1.997
2013-06-20,2.954,2013-06-20,2013,6,-8,False,2013-06,0.655,0.565,0.354,0.375,0.227,0.429,0.348,0.956,1.997
2013-07-04,2.614,2013-07-04,2013,7,-8,False,2013-07,0.435,0.491,0.336,0.363,0.266,0.397,0.326,0.9650000000000001,1.649
2013-07-12,2.8,2013-07-12,2013,7,-8,False,2013-07,0.476,0.508,0.367,0.404,0.254,0.443,0.348,1.025,1.775
2013-07-22,2.868,2013-07-22,2013,7,-8,False,2013-07,0.552,0.581,0.345,0.365,0.271,0.425,0.328,0.981,1.8860000000000001
2013-08-16,3.029,2013-08-16,2013,8,-8,False,2013-08,0.62,0.533,0.414,0.38,0.247,0.486,0.35,1.041,1.989
2013-08-19,2.731,2013-08-19,2013,8,-8,False,2013-08,0.584,0.49,0.345,0.353,0.241,0.393,0.325,0.939,1.7919999999999998
2013-09-28,2.846,2013-09-28,2013,9,-8,False,2013-09,0.542,0.488,0.385,0.374,0.243,0.474,0.34,1.002,1.844
2013-10-29,3.06,2013-10-29,2013,10,-8,False,2013-10,0.701,0.658,0.4,0.38,0.238,0.401,0.282,1.018,2.042
2013-11-13,2.776,2013-11-13,2013,11,-8,False,2013-11,0.588,0.573,0.361,0.342,0.228,0.379,0.305,0.931,1.845
2013-11-27,3.258,2013-11-27,2013,11,-8,False,2013-11,0.76,0.711,0.379,0.364,0.234,0.451,0.359,0.977,2.281
2013-12-11,2.531,2013-12-11,2013,12,-8,False,2013-12,0.48,0.544,0.302,0.328,0.27,0.326,0.281,0.9,1.6310000000000002
2013-12-23,2.416,2013-12-23,2013,12,-8,False,2013-12,0.427,0.47,0.293,0.298,0.268,0.353,0.307,0.859,1.557
2014-01-10,2.945,2014-01-10,2014,1,-7,False,2014-01,0.532,0.79,0.306,0.305,0.257,0.412,0.344,0.868,2.078
2014-01-24,2.269,2014-01-24,2014,1,-7,False,2014-01,0.369,0.418,0.298,0.303,0.265,0.339,0.276,0.866,1.402
2014-02-03,2.88,2014-02-03,2014,2,-7,False,2014-02,0.679,0.574,0.284,0.293,0.261,0.405,0.384,0.838,2.042
2014-02-17,2.499,2014-02-17,2014,2,-7,False,2014-02,0.459,0.512,0.304,0.312,0.266,0.356,0.289,0.882,1.616
2014-02-23,2.485,2014-02-23,2014,2,-7,False,2014-02,0.43,0.501,0.326,0.331,0.267,0.347,0.283,0.924,1.561
2014-03-07,2.806,2014-03-07,2014,3,-7,False,2014-03,0.591,0.639,0.303,0.315,0.27,0.379,0.309,0.888,1.918
2014-03-17,2.65,2014-03-17,2014,3,-7,False,2014-03,0.502,0.57,0.307,0.332,0.273,0.365,0.302,0.912,1.739
2014-03-27,2.822,2014-03-27,2014,3,-7,False,2014-03,0.572,0.601,0.32,0.341,0.27,0.397,0.32,0.931,1.8900000000000001
2014-04-04,3.05,2014-04-04,2014,4,-7,False,2014-04,0.71,0.73,0.3,0.33,0.28,0.39,0.31,0.91,2.14
2014-04-22,3.219,2014-04-22,2014,4,-7,False,2014-04,0.612,0.732,0.343,0.369,0.29,0.474,0.398,1.002,2.216
2014-05-16,2.33,2014-05-16,2014,5,-7,False,2014-05,0.64,0.66,0.0,0.0,0.26,0.43,0.34,0.26,2.0700000000000003
2014-05-30,3.21,2014-05-30,2014,5,-7,False,2014-05,0.61,0.71,0.37,0.42,0.29,0.47,0.34,1.08,2.13
2014-06-16,3.04,2014-06-16,2014,6,-7,False,2014-06,0.68,0.46,0.4,0.34,0.33,0.43,0.4,1.07,1.97
2014-06-29,3.13,2014-06-29,2014,6,-7,False,2014-06,0.73,0.6,0.37,0.31,0.32,0.43,0.37,1.0,2.1300000000000003
2014-07-23,2.95,2014-07-23,2014,7,-7,False,2014-07,0.58,0.53,0.38,0.32,0.33,0.47,0.34,1.03,1.92
2014-08-10,3.12,2014-08-10,2014,8,-7,False,2014-08,0.71,0.62,0.36,0.33,0.26,0.47,0.37,0.95,2.17
2014-08-27,2.96,2014-08-27,2014,8,-7,False,2014-08,0.71,0.6,0.35,0.32,0.26,0.4,0.31,0.9299999999999999,2.02
2014-09-15,3.02,2014-09-15,2014,9,-7,False,2014-09,0.7,0.66,0.35,0.31,0.26,0.43,0.31,0.9199999999999999,2.1
2014-09-29,3.31,2014-09-29,2014,9,-7,False,2014-09,0.81,0.78,0.34,0.32,0.26,0.47,0.34,0.92,2.4000000000000004
2014-10-06,2.96,2014-10-06,2014,10,-7,False,2014-10,0.69,0.6,0.33,0.31,0.26,0.43,0.34,0.9,2.06
2014-10-21,3.21,2014-10-21,2014,10,-7,False,2014-10,0.79,0.74,0.33,0.31,0.26,0.43,0.34,0.9,2.3000000000000003
2014-11-06,3.13,2014-11-06,2014,11,-7,False,2014-11,0.71,0.72,0.32,0.35,0.32,0.4,0.31,0.99,2.14
2014-11-21,2.76,2014-11-21,2014,11,-7,False,2014-11,0.56,0.5,0.33,0.3,0.26,0.47,0.34,0.89,1.87
2014-12-07,2.89,2014-12-07,2014,12,-7,False,2014-12,0.66,0.53,0.33,0.29,0.27,0.47,0.34,0.89,2.0
2014-12-20,2.88,2014-12-20,2014,12,-7,False,2014-12,0.62,0.53,0.35,0.31,0.26,0.43,0.37,0.9199999999999999,1.95
2014-12-23,2.65,2014-12-23,2014,12,-7,False,2014-12,0.49,0.43,0.39,0.35,0.26,0.43,0.31,1.0,1.66
2014-12-26,2.59,2014-12-26,2014,12,-7,False,2014-12,0.53,0.4,0.36,0.33,0.26,0.4,0.31,0.95,1.6400000000000001
2014-12-29,2.75,2014-12-29,2014,12,-7,False,2014-12,0.57,0.47,0.37,0.34,0.26,0.4,0.34,0.97,1.7800000000000002
2015-01-03,2.63,2015-01-03,2015,1,-6,False,2015-01,0.5,0.43,0.36,0.34,0.25,0.37,0.37,0.95,1.67
2015-01-07,2.84,2015-01-07,2015,1,-6,False,2015-01,0.6,0.51,0.36,0.33,0.26,0.4,0.37,0.95,1.88
2015-01-10,2.65,2015-01-10,2015,1,-6,False,2015-01,0.54,0.43,0.37,0.34,0.26,0.37,0.34,0.97,1.6800000000000002
2015-01-13,2.31,2015-01-13,2015,1,-6,False,2015-01,0.46,0.45,0.34,0.32,0.25,0.25,0.25,0.91,1.4100000000000001
2015-01-17,2.31,2015-01-17,2015,1,-6,False,2015-01,0.56,0.5,0.35,0.34,0.0,0.28,0.28,0.69,1.62
2015-01-24,2.81,2015-01-24,2015,1,-6,False,2015-01,0.5,0.39,0.42,0.32,0.36,0.37,0.47,1.1,1.73
2015-01-30,2.84,2015-01-30,2015,1,-6,False,2015-01,0.58,0.43,0.38,0.31,0.37,0.4,0.37,1.06,1.7799999999999998
2015-02-02,2.68,2015-02-02,2015,2,-6,False,2015-02,0.54,0.4,0.39,0.32,0.31,0.37,0.34,1.02,1.65
2015-02-05,2.77,2015-02-05,2015,2,-6,False,2015-02,0.55,0.46,0.4,0.33,0.33,0.4,0.31,1.06,1.7200000000000002
2015-02-11,2.84,2015-02-11,2015,2,-6,False,2015-02,0.58,0.46,0.39,0.34,0.29,0.43,0.34,1.02,1.81
2015-02-17,1.88,2015-02-17,2015,2,-6,False,2015-02,0.56,0.48,0.0,0.0,0.0,0.47,0.37,0.0,1.8800000000000001
2015-02-22,1.75,2015-02-22,2015,2,-6,False,2015-02,0.52,0.43,0.0,0.0,0.0,0.47,0.34,0.0,1.76
2015-02-27,3.11,2015-02-27,2015,2,-6,False,2015-02,0.68,0.6,0.42,0.36,0.28,0.43,0.34,1.06,2.0500000000000003
2015-03-03,2.96,2015-03-03,2015,3,-6,False,2015-03,0.62,0.52,0.41,0.35,0.29,0.43,0.34,1.05,1.9100000000000001
2015-03-07,2.93,2015-03-07,2015,3,-6,False,2015-03,0.58,0.5,0.41,0.35,0.29,0.4,0.4,1.05,1.88
2015-03-11,3.27,2015-03-11,2015,3,-6,False,2015-03,0.75,0.72,0.39,0.33,0.28,0.47,0.34,1.0,2.2800000000000002
2015-03-15,2.96,2015-03-15,2015,3,-6,False,2015-03,0.64,0.54,0.39,0.34,0.27,0.43,0.34,1.0,1.9500000000000002
2015-03-19,2.99,2015-03-19,2015,3,-6,False,2015-03,0.64,0.57,0.39,0.35,0.28,0.43,0.34,1.02,1.98
2015-03-24,3.39,2015-03-24,2015,3,-6,False,2015-03,0.8,0.79,0.37,0.31,0.29,0.47,0.37,0.97,2.4299999999999997
2015-03-30,2.99,2015-03-30,2015,3,-6,False,2015-03,0.64,0.57,0.4,0.35,0.27,0.43,0.34,1.02,1.98
2015-05-15,3.4,2015-05-15,2015,5,-6,False,2015-05,0.7,0.53,0.44,0.38,0.32,0.53,0.5,1.1400000000000001,2.26
2015-05-28,3.22,2015-05-28,2015,5,-6,False,2015-05,0.73,0.64,0.42,0.36,0.3,0.43,0.34,1.08,2.14
2015-06-15,3.49,2015-06-15,2015,6,-6,False,2015-06,0.81,0.68,0.47,0.38,0.35,0.43,0.37,1.2,2.2900000000000005
2015-06-28,3.62,2015-06-28,2015,6,-6,False,2015-06,0.84,0.71,0.46,0.37,0.35,0.5,0.4,1.1800000000000002,2.4499999999999997
2015-07-15,3.64,2015-07-15,2015,7,-6,False,2015-07,0.9,0.79,0.43,0.36,0.36,0.47,0.34,1.15,2.5
2015-07-28,3.4,2015-07-28,2015,7,-6,False,2015-07,0.78,0.67,0.45,0.38,0.36,0.43,0.34,1.19,2.22
2015-08-15,3.53,2015-08-15,2015,8,-6,False,2015-08,0.79,0.67,0.47,0.39,0.4,0.43,0.37,1.26,2.2600000000000002
2015-08-28,2.67,2015-08-28,2015,8,-6,False,2015-08,0.8,0.7,0.45,0.38,0.35,0.0,0.0,1.1800000000000002,1.5
2015-09-22,3.2,2015-09-22,2015,9,-6,False,2015-09,0.7,0.67,0.4,0.38,0.26,0.43,0.37,1.04,2.1700000000000004
2015-10-17,2.96,2015-10-17,2015,10,-6,False,2015-10,0.62,0.57,0.38,0.35,0.26,0.43,0.34,0.99,1.96
2015-10-30,3.18,2015-10-30,2015,10,-6,False,2015-10,0.76,0.69,0.36,0.34,0.26,0.43,0.34,0.96,2.22
2015-11-22,3.16,2015-11-22,2015,11,-6,False,2015-11,0.76,0.7,0.36,0.35,0.26,0.43,0.31,0.97,2.2
2015-11-28,2.92,2015-11-28,2015,11,-6,False,2015-11,0.67,0.6,0.35,0.34,0.26,0.4,0.31,0.95,1.98
2015-12-04,2.83,2015-12-04,2015,12,-6,False,2015-12,0.64,0.61,0.32,0.31,0.24,0.4,0.31,0.87,1.96
2015-12-08,2.76,2015-12-08,2015,12,-6,False,2015-12,0.63,0.55,0.31,0.31,0.25,0.4,0.31,0.87,1.8900000000000001
2015-12-12,2.87,2015-12-12,2015,12,-6,False,2015-12,0.67,0.63,0.3,0.31,0.25,0.4,0.31,0.86,2.0100000000000002
2015-12-18,2.79,2015-12-18,2015,12,-6,False,2015-12,0.61,0.6,0.29,0.3,0.25,0.43,0.31,0.84,1.95
2015-12-24,3.1,2015-12-24,2015,12,-6,False,2015-12,0.75,0.74,0.31,0.31,0.25,0.43,0.31,0.87,2.23
2016-01-03,2.78,2016-01-03,2016,1,-5,False,2016-01,0.64,0.59,0.29,0.3,0.25,0.4,0.31,0.84,1.94
2016-01-07,2.78,2016-01-07,2016,1,-5,False,2016-01,0.64,0.57,0.3,0.31,0.25,0.4,0.31,0.86,1.92
2016-01-12,2.78,2016-01-12,2016,1,-5,False,2016-01,0.63,0.55,0.3,0.31,0.25,0.43,0.31,0.86,1.9200000000000002
2016-01-27,2.65,2016-01-27,2016,1,-5,False,2016-01,0.53,0.48,0.3,0.31,0.25,0.43,0.34,0.86,1.78
2016-02-01,2.8,2016-02-01,2016,2,-5,False,2016-02,0.6,0.55,0.31,0.32,0.25,0.43,0.34,0.88,1.92
2016-02-13,2.25,2016-02-13,2016,2,-5,False,2016-02,0.74,0.7,0.0,0.0,0.0,0.47,0.34,0.0,2.25
2016-02-18,3.09,2016-02-18,2016,2,-5,False,2016-02,0.68,0.65,0.33,0.33,0.29,0.47,0.34,0.95,2.14
2016-02-25,3.15,2016-02-25,2016,2,-5,False,2016-02,0.76,0.72,0.3,0.31,0.26,0.47,0.34,0.87,2.29
2016-03-06,3.05,2016-03-06,2016,3,-5,False,2016-03,0.7,0.61,0.31,0.31,0.25,0.5,0.37,0.87,2.18
2016-03-17,2.76,2016-03-17,2016,3,-5,False,2016-03,0.6,0.53,0.32,0.31,0.26,0.43,0.31,0.89,1.8699999999999999
2016-03-24,3.36,2016-03-24,2016,3,-5,False,2016-03,0.86,0.79,0.31,0.31,0.26,0.47,0.37,0.88,2.49
2016-03-29,3.19,2016-03-29,2016,3,-5,False,2016-03,0.79,0.71,0.33,0.33,0.26,0.43,0.34,0.92,2.27
2016-04-06,3.13,2016-04-06,2016,4,-5,False,2016-04,0.77,0.67,0.34,0.33,0.26,0.43,0.34,0.93,2.21
