mile,n_train,n_test,tqi_mean,tqi_std,Historical_Mean_MAE,Historical_Mean_RMSE,Historical_Mean_MAPE,Moving_Average_MAE,Moving_Average_RMSE,Moving_Average_MAPE,Holt_Winters_MAE,Holt_Winters_RMSE,Holt_Winters_MAPE,MLP_MAE,MLP_RMSE,MLP_MAPE,LSTM_MAE,LSTM_RMSE,LSTM_MAPE,Trident_v21_MAE,Trident_v21_RMSE,Trident_v21_MAPE,Trident_v23_no_seasonal_MAE,Trident_v23_no_seasonal_RMSE,Trident_v23_no_seasonal_MAPE,Trident_v23_full_MAE,Trident_v23_full_RMSE,Trident_v23_full_MAPE
1184400,312,67,2.5681278026905834,0.3057068791985524,0.11732898009950252,0.16125174499576997,4.809040469374154,0.16631840796019878,0.2054171018634444,6.858183358645707,0.11732898009950252,0.16125174499576997,4.809040469374154,0.11679281057584366,0.15821185175416558,4.7790276507995975,0.0924354579822341,0.1506302082159028,3.696805970871786,0.11732898009950252,0.16125174499576997,4.809040469374154,0.11732898009950252,0.16125174499576997,4.809040469374154,0.14503531798230293,0.18255940109774857,5.798535076934502
1188400,316,68,2.771336283185841,0.6257050779195179,0.8365949367088612,0.8551968640974997,39.152874507166594,0.124705882352941,0.1818532051829004,6.174149594641878,0.8365949367088612,0.8551968640974997,39.152874507166594,0.5749146055756587,0.6072371344268658,27.133737199433494,0.5698433592345786,0.6096560122474223,26.904666773559622,0.15186274509803924,0.21511244969334506,7.596765842625157,0.15186274509803924,0.21511244969334506,7.596765842625157,0.19304509331790648,0.24516235487279367,9.31591781514739
709400,312,68,4.03810514541387,0.8125918037934541,1.1992139894419311,1.2241116779467829,38.21079023290277,1.753627450980392,1.770746860633796,55.473080311453614,1.1992139894419311,1.2241116779467829,38.21079023290277,1.317896647350596,1.3433883787716345,41.92168126647232,1.379581123084268,1.4079429941375872,43.88270692167755,0.15782352941176458,0.26844519651022203,5.623427187246947,0.15782352941176458,0.26844519651022203,5.623427187246947,0.20612634738735058,0.29266574687120817,7.009672185232442
1157400,314,68,2.89032293986637,0.4607875056767126,0.3194923192206822,0.3632592101235184,12.517599379702329,0.9331372549019602,0.9530371128985955,35.663160583965784,0.3194923192206822,0.3632592101235184,12.517599379702329,1.3335018388787288,1.3722409407027505,50.71320884091899,0.4061505146806728,0.48567861381466026,15.751531254828244,0.3194923192206822,0.3632592101235184,12.517599379702329,0.8527863777089781,0.8745165567798728,32.64079812773555,0.8353564019160528,0.8630056491532204,31.82379549492716
1211400,314,68,2.763456570155902,0.42911812445887526,0.1774192581491193,0.27426785184053437,6.81964191239095,0.29911764705882343,0.34841922432947486,10.90867682606918,0.1774192581491193,0.27426785184053437,6.81964191239095,0.299859393377171,0.34888042704659616,10.932828697759117,0.1590898879880415,0.27349261354876303,6.3924037588712235,0.35995798319327726,0.39599541025872814,12.955818807149589,0.35995798319327726,0.39599541025872814,12.955818807149589,0.36692728102209304,0.43164819904715895,13.020285380595162
1235400,305,66,3.0515903890160185,0.34506634676375647,0.21919970193740673,0.28567914966911184,7.672902922937262,0.14292929292929296,0.22926044913014007,4.735263755320793,0.21919970193740673,0.28567914966911184,7.672902922937262,0.18749010885711911,0.2581974633221893,6.518010985862724,0.15311786267341992,0.2329519413000131,5.250651356549959,0.13696969696969713,0.22588090184471518,4.560567956701923,0.21919970193740673,0.28567914966911184,7.672902922937262,0.23558726387534798,0.29709362480886964,8.086313425230928
890400,309,67,2.698361990950226,0.3110507759493663,0.24334009563831333,0.3270160072437968,10.753735122988338,0.24664179104477582,0.3298999169807117,10.894551858712278,0.24334009563831333,0.3270160072437968,10.753735122988338,0.2372608087410542,0.33104792779938647,10.406689257502004,0.20696951760284926,0.29279774957275434,9.076381585424825,0.3274626865671644,0.37045611257378885,12.855919728992815,0.3274626865671644,0.37045611257378885,12.855919728992815,0.32591439052959337,0.3673996667710815,12.831059089399252
739400,313,68,3.5242656250000004,0.5153028244380982,0.49941947002443193,0.5878766964928636,18.588087276046103,1.1478431372549012,1.1920397057693661,40.40610087785008,0.49941947002443193,0.5878766964928636,18.588087276046103,2.6629322431432993,2.963923416212845,92.11366681452365,0.6272473748028281,0.7131751636450238,22.777654123787592,0.18700000000000006,0.32181214834671706,7.55395432965764,0.18700000000000006,0.32181214834671706,7.55395432965764,0.17979311240277585,0.29784530587388647,7.115618425784945
1144400,298,65,4.256112412177986,0.371913686425682,0.17210273618998428,0.22612940364922812,4.148420557019902,0.3224102564102568,0.3609827516773445,7.895741398973212,0.17210273618998428,0.22612940364922812,4.148420557019902,0.15756856698823818,0.2155981331340458,3.7719246275181453,0.19296045519021832,0.24445421385484664,4.687876573834278,0.17210273618998428,0.22612940364922812,4.148420557019902,0.17210273618998428,0.22612940364922812,4.148420557019902,0.19641685590783267,0.24137593216481493,4.6681043385409176
887400,313,68,3.239089285714286,0.4566667248695355,0.21755666228152593,0.28938458546943313,7.197703881172439,0.494509803921569,0.5640985636770262,16.533087322083592,0.21755666228152593,0.28938458546943313,7.197703881172439,0.3543891920095029,0.4398213728241543,11.659979204244122,0.2639143027645699,0.34552256550922056,8.895523997255887,0.397705882352941,0.45283603057644944,12.146290657606862,0.397705882352941,0.45283603057644944,12.146290657606862,0.39248191091313994,0.46810961955192104,11.938523017393972
886400,314,68,3.256140311804009,0.4011517296228035,0.22362382914949414,0.292874780508362,7.295568792565965,0.26213235294117626,0.3386177327817435,8.770074125030373,0.22362382914949414,0.292874780508362,7.295568792565965,0.24676780470033144,0.315207103663547,7.901445139955167,0.2509854839040953,0.3326309321051266,8.18230657347841,0.22362382914949414,0.292874780508362,7.295568792565965,0.22362382914949414,0.292874780508362,7.295568792565965,0.2265479772592662,0.2916956562988738,7.3539521566993535
901400,310,67,3.11613963963964,0.39374022713112433,0.2322412132883965,0.3306711745446643,8.502134256400911,0.23613184079602,0.3341294442117016,8.6547385603094,0.2322412132883965,0.3306711745446643,8.502134256400911,0.234406465226305,0.33095963335113493,8.357409662884972,0.25538754935584856,0.3435492410450182,8.909244867112523,0.2322412132883965,0.3306711745446643,8.502134256400911,0.2322412132883965,0.3306711745446643,8.502134256400911,0.23103853320271225,0.3241826837826803,8.384969198209392
898400,311,67,2.8581123595505615,0.4170081997973767,0.46116043576330573,0.5113850591614745,19.574039993124707,0.43120646766169124,0.47658528120929167,18.250207526359414,0.46116043576330573,0.5113850591614745,19.574039993124707,0.40150050550451466,0.4408096028582308,16.882011147279865,0.4664325863549962,0.518242324471189,19.809560237387373,0.22689552238805977,0.32129987852518493,8.736499517573195,0.22689552238805977,0.32129987852518493,8.736499517573195,0.21234406066751957,0.26034527433334514,8.372423522881867
1210400,315,68,3.1168935698447893,0.6404168900738757,0.8738586367880483,0.911738627784062,36.845195998042705,0.3150000000000001,0.38615420951921775,13.929535358376697,0.8738586367880483,0.911738627784062,36.845195998042705,0.9440114790860434,0.9954607934692419,39.77579229850336,1.1333471513802513,1.1960583140133987,47.45154431799035,0.8738586367880483,0.911738627784062,36.845195998042705,0.25488235294117634,0.33581194404711967,11.40352609987398,0.28096433373308377,0.3575400565411299,12.133487382985237
894400,312,67,3.357329596412556,0.42316106995101044,0.43804032721010333,0.5097507750787207,15.6125333167583,0.5795895522388056,0.6481664005761333,20.493816846053814,0.43804032721010333,0.5097507750787207,15.6125333167583,0.3781454936513933,0.4545590193688075,13.533718486035816,0.42337155537818755,0.49558701005889055,15.105124375039008,0.43804032721010333,0.5097507750787207,15.6125333167583,0.5568283582089548,0.626212480628997,19.71545960492253,0.5468079302106956,0.6165016241311934,19.204874017305343
831400,313,68,2.831924107142857,0.5552885648026109,0.7389708701371921,0.7945075876119184,34.86637018623049,0.26764705882352946,0.38825316853287495,14.002047182987804,0.7389708701371921,0.7945075876119184,34.86637018623049,0.5367800392259109,0.6239380887222756,25.94615569967616,0.5153883639416275,0.6025446083367613,24.976046617317795,0.24558823529411775,0.3722386348932491,13.010093681333345,0.24558823529411775,0.3722386348932491,13.010093681333345,0.2438722190361735,0.3753356369737087,12.811693966791712
897400,310,67,2.863367117117117,0.39404303359513043,0.27297664901299956,0.3573488223354673,11.259726000076261,0.4176492537313433,0.5182686906788571,17.21599303423859,0.27297664901299956,0.3573488223354673,11.259726000076261,0.25031354813001117,0.3296116996526064,10.037891636227258,0.2904807418673787,0.3798379763664902,11.962937152914785,0.27297664901299956,0.3573488223354673,11.259726000076261,0.3719925373134328,0.47280838866083963,15.421100247464423,0.36673554402774095,0.4503555043498257,14.982913359783323
930400,309,67,2.8106266968325793,0.3477281935793042,0.3413182147514851,0.42233860780900634,14.822750642308916,0.6791915422885578,0.7258890228877434,28.1786027644235,0.3413182147514851,0.42233860780900634,14.822750642308916,0.30243089552618,0.4181268853095655,13.373391165044254,0.27861848972626585,0.38932211060622846,12.330628318816697,0.3413182147514851,0.42233860780900634,14.822750642308916,0.5333582089552233,0.5916795598062661,22.428473204112628,0.5248878986129241,0.5996893010993588,21.9271503265544
960400,311,67,3.197748314606742,0.48654073515199436,0.5946996208667269,0.7206550743492601,25.984602007395026,1.1065174129353232,1.179006735458025,45.147768926781964,0.5946996208667269,0.7206550743492601,25.984602007395026,0.8228782246802223,0.9602479239863768,34.86205239247806,0.7113473100448724,0.8594598780860663,30.604346101073567,0.5946996208667269,0.7206550743492601,25.984602007395026,0.9998507462686574,1.0795265684272435,41.1540212108097,0.9925059435381401,1.075327053338863,40.7189180001038
746400,310,67,2.5851873589164787,0.3066558547191079,0.4260866634569093,0.4637881758812129,19.591183479128855,0.48843283582089564,0.5230803568300885,22.365848077008195,0.4260866634569093,0.4637881758812129,19.591183479128855,0.40139993490356424,0.4412746094051222,18.494774911194494,0.3917940573905833,0.4320466503653599,18.064957215047613,0.4260866634569093,0.4637881758812129,19.591183479128855,0.5029850746268655,0.5370844454017796,23.013483373672113,0.5032209145276878,0.539871523749323,23.01266435416838
910400,310,67,2.9912437923250565,0.36040678899405676,0.2436434761675495,0.32248942028991,8.343085399045929,0.25945273631840776,0.3633552414774293,9.600726367933959,0.2436434761675495,0.32248942028991,8.343085399045929,0.27589378949638466,0.3579463526143499,9.7317464327644,0.22686630213438586,0.3101575756622519,8.008203234125956,0.2436434761675495,0.32248942028991,8.343085399045929,0.2436434761675495,0.32248942028991,8.343085399045929,0.26774938578739277,0.35430886581238796,9.183849189037725
770400,312,67,3.0431883408071747,0.3817195340171558,0.31867288557213924,0.39420180954168244,11.497994406103254,0.4161940298507461,0.48149448625971547,15.180278016350421,0.31867288557213924,0.39420180954168244,11.497994406103254,0.29899809330053234,0.3746216308433927,10.723360321013645,0.3172954152991522,0.38999014396049203,11.398531957298017,0.24677611940298505,0.344715933236144,8.353862706035585,0.24677611940298505,0.344715933236144,8.353862706035585,0.21507379316322464,0.3101211395575869,7.438601059489959
846400,311,67,3.2188898876404495,0.5933056760518541,0.5491029418822282,0.6288181307236841,22.255385552913488,1.1417412935323383,1.1904124318391842,44.685540105092805,0.5491029418822282,0.6288181307236841,22.255385552913488,2.0291744546417707,2.2029171832135512,77.79962480348902,0.8934861331288493,0.9552014336183472,35.28532567082905,0.29253731343283573,0.4051754733187887,12.300614699416212,0.29253731343283573,0.4051754733187887,12.300614699416212,0.2806050619905797,0.39249913731648034,11.714809274501297
952400,312,67,3.2399147982062786,0.6051752662135993,0.8416106965174132,0.9006343637529017,34.146235408073615,0.4047885572139304,0.5084839410689795,17.294136017113168,0.8416106965174132,0.9006343637529017,34.146235408073615,0.7302828032244324,0.7992629336267632,29.889129379256403,0.8352296194923455,0.8972693600911433,33.846434620099245,0.22791044776119393,0.3508348252766046,10.098009071565013,0.22791044776119393,0.3508348252766046,10.098009071565013,0.251876118985197,0.36557331586084213,10.61834161474173
1023400,310,67,3.1760382882882885,0.3792314383829636,0.27993177660086627,0.37566069957401116,10.522516019894281,0.15287313432835825,0.2651376211065425,5.914467355485626,0.27993177660086627,0.37566069957401116,10.522516019894281,0.2163825842571723,0.3225759332241325,8.308993852525097,0.2853747263524067,0.3830747154766025,10.710976050557033,0.27993177660086627,0.37566069957401116,10.522516019894281,0.27993177660086627,0.37566069957401116,10.522516019894281,0.28041986360412613,0.37441324139904136,10.430246641474014
1213400,315,68,2.515375555555556,0.40444552913601284,0.3065162464985991,0.3695753205094711,14.582582874518089,0.19313725490196082,0.2618473835797901,9.358918847514834,0.3065162464985991,0.3695753205094711,14.582582874518089,0.2246240302581668,0.29402074954356483,10.859742665699104,0.173497794235454,0.2455190341807286,8.423571414947773,0.14957983193277297,0.22525509082455142,7.188286217866794,0.3065162464985991,0.3695753205094711,14.582582874518089,0.2971914414419563,0.35649747135157306,13.889547715348582
880400,308,67,3.330310657596372,0.5139406148041312,0.3049304613297149,0.4459217978338246,11.617968523629527,0.9093781094527356,0.9872434066363425,31.794149889676248,0.3049304613297149,0.4459217978338246,11.617968523629527,1.2201347148858537,1.3118122300099908,41.68136378905523,0.4877951624429052,0.6366451876826228,17.92404588940776,0.3297611940298509,0.41435747779301046,11.247479973500788,0.3297611940298509,0.41435747779301046,11.247479973500788,0.32347400010032423,0.4017654905205134,11.140315951212628
1233400,308,66,3.137177272727273,0.4338684866629478,0.43183844942935873,0.539641699267742,17.302946413164303,0.4930303030303024,0.5978065968795649,19.61823657584691,0.43183844942935873,0.539641699267742,17.302946413164303,0.34934604551958887,0.46252575815527863,14.11733347799575,0.4464809050794805,0.5552799463397969,17.874049398179192,0.43183844942935873,0.539641699267742,17.302946413164303,0.5524374176548091,0.6533654113680821,21.835625933952194,0.5518807477081282,0.6271736065286351,21.31452548292635
888400,310,67,2.6817923250564335,0.37367145929074286,0.31904419836302356,0.37003540955659625,13.882138814972231,0.3916044776119403,0.46491403073057413,17.276088218037692,0.31904419836302356,0.37003540955659625,13.882138814972231,0.2784666651342706,0.3210890862826448,11.79685330601039,0.3118176108153899,0.3569707096212144,13.467608945739784,0.31904419836302356,0.37003540955659625,13.882138814972231,0.45584932480454865,0.5385405130391951,20.09448533216276,0.4476844177814523,0.4944554353315043,19.136355410404533
1191400,315,68,2.26659866962306,0.4739875721746341,0.3172313725490193,0.35628438094689074,16.1376623540638,0.14610294117647069,0.19077338727956175,7.076508038922243,0.3172313725490193,0.35628438094689074,16.1376623540638,0.1500020845720209,0.19508323522208312,7.3487595934096035,0.15604206187321862,0.19763703372230856,7.730978388023364,0.14524509803921573,0.19389918881943935,6.9351864121036195,0.3172313725490193,0.35628438094689074,16.1376623540638,0.30237223324597456,0.34337065847144843,15.228026417296068
830400,310,67,3.160133182844244,0.33028475011548913,0.30215392392874346,0.34969082436659155,10.160930498120733,0.31175373134328366,0.36479728974273995,10.615750923896636,0.30215392392874346,0.34969082436659155,10.160930498120733,0.2864199727011229,0.3390228580144863,9.422673329147003,0.29034391559771633,0.33901524452185056,9.613200231682747,0.30215392392874346,0.34969082436659155,10.160930498120733,0.30215392392874346,0.34969082436659155,10.160930498120733,0.2746264416768696,0.33712582648188416,9.22889759763173
1025400,312,68,3.059111856823266,0.8566136248380618,1.394954939668175,1.4155302330922035,70.45551991638493,0.3336764705882354,0.3993432107849088,18.0280086619632,1.394954939668175,1.4155302330922035,70.45551991638493,1.066683870364155,1.1126350789459012,54.443866756635195,0.7781962910049103,0.852840954927364,40.281147783591535,1.394954939668175,1.4155302330922035,70.45551991638493,0.34888235294117664,0.4142628641191911,18.805276878563877,0.37860053950616224,0.4588345181661744,19.70134356395832
