mile,MAE,MSE,RMSE,MAPE,Std
1184400,0.11732898009950252,0.026002125264180827,0.16125174499576997,4.809040489430453,0.1536226249394754
1188400,0.15186274509803924,0.04627336601307191,0.21511244969334506,7.596765881999431,0.1773995158823555
709400,0.15782352941176458,0.07206282352941171,0.26844519651022203,5.6234272089025374,0.24563226093584847
1144400,0.17210273618998428,0.05113450719475555,0.22612940364922812,4.148420567080717,0.21770182093918436
739400,0.18700000000000006,0.10356305882352944,0.32181214834671706,7.5539543644163345,0.32158170406219205
